input_id	database	organism	id_system	n_pathways_returned	seconds	status
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	c2_kegg	human	ensembl	186	1.88	ok
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	c2_reactome	human	ensembl	1795	2.94	ok
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	c2_wikipathways	human	ensembl	915	2.17	ok
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	c5_go_bp	human	ensembl	7109	5.16	ok
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	hallmark	human	ensembl	50	1.81	ok
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	c2_kegg	human	ensembl	186	1.9	ok
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	c2_reactome	human	ensembl	1795	3.03	ok
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	c2_wikipathways	human	ensembl	915	2.21	ok
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	c5_go_bp	human	ensembl	7109	5.02	ok
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	hallmark	human	ensembl	50	1.65	ok
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	c2_kegg	human	ensembl	186	1.55	ok
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	c2_reactome	human	ensembl	1776	3.12	ok
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	c2_wikipathways	human	ensembl	911	1.82	ok
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	c5_go_bp	human	ensembl	6878	4.99	ok
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	hallmark	human	ensembl	50	1.74	ok
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	c2_kegg	human	ensembl	186	1.56	ok
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	c2_reactome	human	ensembl	1776	3.28	ok
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	c2_wikipathways	human	ensembl	911	1.9	ok
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	c5_go_bp	human	ensembl	6878	5.27	ok
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	hallmark	human	ensembl	50	1.76	ok
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	c2_kegg	human	ensembl	186	1.58	ok
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	c2_reactome	human	ensembl	1776	2.38	ok
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	c2_wikipathways	human	ensembl	911	1.86	ok
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	c5_go_bp	human	ensembl	6878	4.85	ok
