input_id	input_category	database	n_pathways_returned	n_sig_padj_05	n_sig_padj_01	frac_sig_padj_05	median_abs_NES_sig
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_edgeR	gtex_tissue_pair	c2_reactome	1778	297	195	0.167	1.80791009968384
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_edgeR	gtex_tissue_pair	c2_wikipathways	912	171	92	0.1875	1.79142231561274
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_edgeR	gtex_tissue_pair	c5_go_bp	6985	1117	695	0.1599	1.79871032103055
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	gtex_tissue_pair	hallmark	50	28	23	0.56	1.776461234823665
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	gtex_tissue_pair	c2_kegg	186	62	51	0.3333	1.9710104014303398
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	gtex_tissue_pair	c2_reactome	1778	315	211	0.1772	1.82395259819919
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	gtex_tissue_pair	c2_wikipathways	912	198	99	0.2171	1.7341895571948651
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	gtex_tissue_pair	c5_go_bp	6985	1151	738	0.1648	1.81428908228852
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	gtex_tissue_pair	hallmark	50	18	10	0.36	1.61080873799674
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	gtex_tissue_pair	c2_kegg	186	46	25	0.2473	1.651405693921715
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	gtex_tissue_pair	c2_reactome	1779	199	113	0.1119	1.70354931369427
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	gtex_tissue_pair	c2_wikipathways	916	89	59	0.0972	1.80585933083128
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	gtex_tissue_pair	c5_go_bp	7006	467	282	0.0667	1.6980558707933
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	gtex_tissue_pair	hallmark	50	22	13	0.44	1.623193084948765
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	gtex_tissue_pair	c2_kegg	186	55	28	0.2957	1.75903065512247
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	gtex_tissue_pair	c2_reactome	1779	289	168	0.1625	1.76628828758493
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	gtex_tissue_pair	c2_wikipathways	916	126	73	0.1376	1.840732943155265
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	gtex_tissue_pair	c5_go_bp	7006	703	417	0.1003	1.76856642801389
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	gtex_tissue_pair	hallmark	50	22	17	0.44	1.6150851820941
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	gtex_tissue_pair	c2_kegg	186	59	35	0.3172	1.75491168648794
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	gtex_tissue_pair	c2_reactome	1779	314	188	0.1765	1.7774813950186301
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	gtex_tissue_pair	c2_wikipathways	916	136	82	0.1485	1.842749215922085
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	gtex_tissue_pair	c5_go_bp	7006	804	458	0.1148	1.734971998734045
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	gtex_tissue_pair	hallmark	50	18	11	0.36	1.51888454087136
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	gtex_tissue_pair	c2_kegg	186	13	8	0.0699	1.6461117270129
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	gtex_tissue_pair	c2_reactome	1793	51	26	0.0284	1.69051992996796
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	gtex_tissue_pair	c2_wikipathways	915	43	16	0.047	1.69013441626398
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	gtex_tissue_pair	c5_go_bp	7077	363	173	0.0513	1.62694134562832
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	gtex_tissue_pair	hallmark	50	27	18	0.54	1.50866324840902
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	gtex_tissue_pair	c2_kegg	186	25	17	0.1344	1.71030518022938
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	gtex_tissue_pair	c2_reactome	1793	142	67	0.0792	1.750380826491915
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	gtex_tissue_pair	c2_wikipathways	915	94	34	0.1027	1.76257974379085
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	gtex_tissue_pair	c5_go_bp	7077	585	317	0.0827	1.69145197785368
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	gtex_tissue_pair	hallmark	50	30	22	0.6	1.6097517163506851
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	gtex_tissue_pair	c2_kegg	186	38	17	0.2043	1.6454054847342001
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	gtex_tissue_pair	c2_reactome	1793	150	55	0.0837	1.74709262979751
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	gtex_tissue_pair	c2_wikipathways	915	131	68	0.1432	1.74359710580206
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	gtex_tissue_pair	c5_go_bp	7077	846	471	0.1195	1.7043121943420152
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	gtex_tissue_pair	hallmark	50	2	1	0.04	1.9165702141002199
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	gtex_tissue_pair	c2_kegg	186	2	1	0.0108	1.9758402837578948
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	gtex_tissue_pair	c2_reactome	1772	78	29	0.044	1.90026360814526
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	gtex_tissue_pair	c2_wikipathways	911	1	1	0.0011	1.98912532034551
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	gtex_tissue_pair	c5_go_bp	6938	1	0	0.0001	2.18753447067236
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	gtex_tissue_pair	hallmark	50	3	2	0.06	1.89129171843125
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	gtex_tissue_pair	c2_kegg	186	4	2	0.0215	1.8826092925865798
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	gtex_tissue_pair	c2_reactome	1772	103	80	0.0581	1.87663929615017
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	gtex_tissue_pair	c2_wikipathways	911	1	0	0.0011	1.9187688528191
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	gtex_tissue_pair	c5_go_bp	6938	8	1	0.0012	1.71244513645457
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	gtex_tissue_pair	hallmark	50	6	4	0.12	1.726092514795335
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	gtex_tissue_pair	c2_kegg	186	7	2	0.0376	1.71324010366253
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	gtex_tissue_pair	c2_reactome	1772	49	35	0.0277	1.85497655458812
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	gtex_tissue_pair	c2_wikipathways	911	1	1	0.0011	2.20913755261596
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	gtex_tissue_pair	c5_go_bp	6938	14	4	0.002	1.667238397565635
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	gtex_tissue_pair	hallmark	50	12	11	0.24	1.5411579604441799
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	gtex_tissue_pair	c2_kegg	186	36	15	0.1935	1.68246266533122
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	gtex_tissue_pair	c2_reactome	1789	57	29	0.0319	1.7490358382342
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	gtex_tissue_pair	c2_wikipathways	920	46	19	0.05	1.74521014884896
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	gtex_tissue_pair	c5_go_bp	7067	248	140	0.0351	1.742617807393835
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	gtex_tissue_pair	hallmark	50	21	13	0.42	1.59274892392179
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	gtex_tissue_pair	c2_kegg	186	38	27	0.2043	1.80045701711754
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	gtex_tissue_pair	c2_reactome	1789	151	72	0.0844	1.75310716911952
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	gtex_tissue_pair	c2_wikipathways	920	72	41	0.0783	1.7835733603593948
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	gtex_tissue_pair	c5_go_bp	7067	442	267	0.0625	1.757544565800325
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	gtex_tissue_pair	hallmark	50	26	26	0.52	1.662895717846945
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	gtex_tissue_pair	c2_kegg	186	41	34	0.2204	1.95741234610496
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	gtex_tissue_pair	c2_reactome	1789	221	141	0.1235	1.80272074793391
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	gtex_tissue_pair	c2_wikipathways	920	104	58	0.113	1.811120329787765
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	gtex_tissue_pair	c5_go_bp	7067	637	405	0.0901	1.78007734033265
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	gtex_tissue_pair	hallmark	50	18	13	0.36	1.741006113175355
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	gtex_tissue_pair	c2_kegg	186	55	34	0.2957	1.71810157899097
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	gtex_tissue_pair	c2_reactome	1795	424	224	0.2362	1.87121153687688
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	gtex_tissue_pair	c2_wikipathways	915	319	226	0.3486	1.89079197369032
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	gtex_tissue_pair	c5_go_bp	7109	1211	700	0.1703	1.83760752822017
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	gtex_tissue_pair	hallmark	50	45	44	0.9	2.02539233678932
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	gtex_tissue_pair	c2_kegg	186	90	76	0.4839	1.85262565011112
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	gtex_tissue_pair	c2_reactome	1795	737	466	0.4106	1.93405433135412
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	gtex_tissue_pair	c2_wikipathways	915	443	315	0.4842	1.96884541291769
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	gtex_tissue_pair	c5_go_bp	7109	1975	1348	0.2778	1.8825220096466
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	gtex_tissue_pair	hallmark	50	45	45	0.9	2.04300256309352
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	gtex_tissue_pair	c2_kegg	186	97	81	0.5215	1.88255109976678
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	gtex_tissue_pair	c2_reactome	1795	782	517	0.4357	1.90774419903898
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	gtex_tissue_pair	c2_wikipathways	915	429	313	0.4689	2.04074784506924
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	gtex_tissue_pair	c5_go_bp	7109	2163	1410	0.3043	1.85770448016531
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	gtex_tissue_pair	hallmark	50	27	18	0.54	1.67828980336348
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	gtex_tissue_pair	c2_kegg	186	55	30	0.2957	1.66784404144782
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	gtex_tissue_pair	c2_reactome	1776	462	282	0.2601	1.691577488221545
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	gtex_tissue_pair	c2_wikipathways	911	234	125	0.2569	1.725133907243805
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	gtex_tissue_pair	c5_go_bp	6878	1084	604	0.1576	1.689108003760275
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	gtex_tissue_pair	hallmark	50	29	21	0.58	1.67090653656688
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	gtex_tissue_pair	c2_kegg	186	74	50	0.3978	1.744357446795645
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	gtex_tissue_pair	c2_reactome	1776	570	372	0.3209	1.8149931677060551
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	gtex_tissue_pair	c2_wikipathways	911	248	145	0.2722	1.8519211954790848
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	gtex_tissue_pair	c5_go_bp	6878	1392	787	0.2024	1.7519808192664001
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	gtex_tissue_pair	hallmark	50	27	20	0.54	1.63479090532395
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	gtex_tissue_pair	c2_kegg	186	65	48	0.3495	1.75587587573105
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	gtex_tissue_pair	c2_reactome	1776	549	362	0.3091	1.78276463439194
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	gtex_tissue_pair	c2_wikipathways	911	257	158	0.2821	1.78766046273172
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	gtex_tissue_pair	c5_go_bp	6878	1291	723	0.1877	1.75789770266622
