input_id	input_category	db_a	db_b	leading_edge_gene_jaccard_sig05	n_sig_pathway_names_shared	direction_concordance_on_shared	n_genes_unique_to_a	n_genes_unique_to_b	n_sig_genes_a	n_sig_genes_b
census_scrna__a19d1667_pseudobulk	census_scrna	hallmark	c2_reactome	0.0	0		0	33	0	33
census_scrna__a19d1667_pseudobulk	census_scrna	hallmark	c2_wikipathways	0.0	0		0	43	0	43
census_scrna__a19d1667_pseudobulk	census_scrna	hallmark	c5_go_bp	0.0	0		0	175	0	175
census_scrna__a19d1667_pseudobulk	census_scrna	c2_kegg	c2_reactome	0.0	0		0	33	0	33
census_scrna__a19d1667_pseudobulk	census_scrna	c2_kegg	c2_wikipathways	0.0	0		0	43	0	43
census_scrna__a19d1667_pseudobulk	census_scrna	c2_kegg	c5_go_bp	0.0	0		0	175	0	175
census_scrna__a19d1667_pseudobulk	census_scrna	c2_reactome	c2_wikipathways	0.0411	0		30	40	33	43
census_scrna__a19d1667_pseudobulk	census_scrna	c2_reactome	c5_go_bp	0.0048	0		32	174	33	175
census_scrna__a19d1667_pseudobulk	census_scrna	c2_wikipathways	c5_go_bp	0.0332	0		36	168	43	175
census_scrna__a19d1667_wilcoxon	census_scrna	hallmark	c2_kegg	0.0846	0		571	67	630	126
census_scrna__a19d1667_wilcoxon	census_scrna	hallmark	c2_reactome	0.2278	0		414	318	630	534
census_scrna__a19d1667_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.1338	0		531	110	630	209
census_scrna__a19d1667_wilcoxon	census_scrna	hallmark	c5_go_bp	0.2898	0		184	909	630	1355
census_scrna__a19d1667_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.1661	0		32	440	126	534
census_scrna__a19d1667_wilcoxon	census_scrna	c2_kegg	c2_wikipathways	0.3241	0		44	127	126	209
census_scrna__a19d1667_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.0866	0		8	1237	126	1355
census_scrna__a19d1667_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.1344	0		446	121	534	209
census_scrna__a19d1667_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.2669	0		136	957	534	1355
census_scrna__a19d1667_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp	0.1301	0		29	1175	209	1355
census_scrna__a48343a2_pseudobulk	census_scrna	hallmark	c2_kegg	0.2725	0		274	49	395	170
census_scrna__a48343a2_pseudobulk	census_scrna	hallmark	c2_reactome	0.4153	0		140	219	395	474
census_scrna__a48343a2_pseudobulk	census_scrna	hallmark	c2_wikipathways	0.3454	0		214	129	395	310
census_scrna__a48343a2_pseudobulk	census_scrna	hallmark	c5_go_bp	0.4148	0		42	456	395	809
census_scrna__a48343a2_pseudobulk	census_scrna	c2_kegg	c2_reactome	0.3036	0		20	324	170	474
census_scrna__a48343a2_pseudobulk	census_scrna	c2_kegg	c2_wikipathways	0.4861	0		13	153	170	310
census_scrna__a48343a2_pseudobulk	census_scrna	c2_kegg	c5_go_bp	0.1968	0		9	648	170	809
census_scrna__a48343a2_pseudobulk	census_scrna	c2_reactome	c2_wikipathways	0.4709	0		223	59	474	310
census_scrna__a48343a2_pseudobulk	census_scrna	c2_reactome	c5_go_bp	0.5292	0		30	365	474	809
census_scrna__a48343a2_pseudobulk	census_scrna	c2_wikipathways	c5_go_bp	0.345	0		23	522	310	809
census_scrna__a48343a2_wilcoxon	census_scrna	hallmark	c2_kegg	0.0	0		107	0	107	0
census_scrna__a48343a2_wilcoxon	census_scrna	hallmark	c2_reactome	0.2421	0		46	145	107	206
census_scrna__a48343a2_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.2812	0		71	21	107	57
census_scrna__a48343a2_wilcoxon	census_scrna	hallmark	c5_go_bp	0.2295	0		23	259	107	343
census_scrna__a48343a2_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.0	0		0	206	0	206
census_scrna__a48343a2_wilcoxon	census_scrna	c2_kegg	c2_wikipathways	0.0	0		0	57	0	57
census_scrna__a48343a2_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.0	0		0	343	0	343
census_scrna__a48343a2_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.2584	0		152	3	206	57
census_scrna__a48343a2_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.4372	0		39	176	206	343
census_scrna__a48343a2_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp	0.1628	0		1	287	57	343
census_scrna__b2dd6bc9_pseudobulk	census_scrna	c2_kegg	c2_wikipathways		0		0	0	0	0
census_scrna__b2dd6bc9_wilcoxon	census_scrna	c2_kegg	c2_wikipathways		0		0	0	0	0
census_scrna__b617ee1b_pseudobulk	census_scrna	hallmark	c2_kegg		0		0	0	0	0
census_scrna__b617ee1b_pseudobulk	census_scrna	hallmark	c2_reactome		0		0	0	0	0
census_scrna__b617ee1b_pseudobulk	census_scrna	hallmark	c2_wikipathways		0		0	0	0	0
census_scrna__b617ee1b_pseudobulk	census_scrna	hallmark	c5_go_bp		0		0	0	0	0
census_scrna__b617ee1b_pseudobulk	census_scrna	c2_kegg	c2_reactome		0		0	0	0	0
census_scrna__b617ee1b_pseudobulk	census_scrna	c2_kegg	c2_wikipathways		0		0	0	0	0
census_scrna__b617ee1b_pseudobulk	census_scrna	c2_kegg	c5_go_bp		0		0	0	0	0
census_scrna__b617ee1b_pseudobulk	census_scrna	c2_reactome	c2_wikipathways		0		0	0	0	0
census_scrna__b617ee1b_pseudobulk	census_scrna	c2_reactome	c5_go_bp		0		0	0	0	0
census_scrna__b617ee1b_pseudobulk	census_scrna	c2_wikipathways	c5_go_bp		0		0	0	0	0
census_scrna__b617ee1b_wilcoxon	census_scrna	hallmark	c2_kegg	0.2395	0		293	104	418	229
census_scrna__b617ee1b_wilcoxon	census_scrna	hallmark	c2_reactome	0.3037	0		165	415	418	668
census_scrna__b617ee1b_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.2163	0		309	86	418	195
census_scrna__b617ee1b_wilcoxon	census_scrna	hallmark	c5_go_bp	0.2843	0		217	289	418	490
census_scrna__b617ee1b_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.2814	0		32	471	229	668
census_scrna__b617ee1b_wilcoxon	census_scrna	c2_kegg	c2_wikipathways	0.457	0		96	62	229	195
census_scrna__b617ee1b_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.2816	0		71	332	229	490
census_scrna__b617ee1b_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.2382	0		502	29	668	195
census_scrna__b617ee1b_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.4002	0		337	159	668	490
census_scrna__b617ee1b_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp	0.2477	0		59	354	195	490
census_scrna__b6f472f1_pseudobulk	census_scrna	hallmark	c2_kegg	0.0	0		24	10	24	10
census_scrna__b6f472f1_pseudobulk	census_scrna	hallmark	c2_reactome	0.1692	0		13	41	24	52
census_scrna__b6f472f1_pseudobulk	census_scrna	hallmark	c2_wikipathways	0.1829	0		9	58	24	73
census_scrna__b6f472f1_pseudobulk	census_scrna	hallmark	c5_go_bp	0.0	0		24	3	24	3
census_scrna__b6f472f1_pseudobulk	census_scrna	c2_kegg	c2_reactome	0.0877	0		5	47	10	52
census_scrna__b6f472f1_pseudobulk	census_scrna	c2_kegg	c2_wikipathways	0.137	0		0	63	10	73
census_scrna__b6f472f1_pseudobulk	census_scrna	c2_kegg	c5_go_bp	0.0	0		10	3	10	3
census_scrna__b6f472f1_pseudobulk	census_scrna	c2_reactome	c2_wikipathways	0.2887	0		24	45	52	73
census_scrna__b6f472f1_pseudobulk	census_scrna	c2_reactome	c5_go_bp	0.0	0		52	3	52	3
census_scrna__b6f472f1_pseudobulk	census_scrna	c2_wikipathways	c5_go_bp	0.0411	0		70	0	73	3
census_scrna__b6f472f1_wilcoxon	census_scrna	hallmark	c2_kegg	0.0	0		0	57	0	57
census_scrna__b6f472f1_wilcoxon	census_scrna	hallmark	c2_reactome	0.0	0		0	93	0	93
census_scrna__b6f472f1_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.0	0		0	62	0	62
census_scrna__b6f472f1_wilcoxon	census_scrna	hallmark	c5_go_bp		0		0	0	0	0
census_scrna__b6f472f1_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.4706	0		9	45	57	93
census_scrna__b6f472f1_wilcoxon	census_scrna	c2_kegg	c2_wikipathways	0.7	0		8	13	57	62
census_scrna__b6f472f1_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.0	0		57	0	57	0
census_scrna__b6f472f1_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.4904	0		42	11	93	62
census_scrna__b6f472f1_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.0	0		93	0	93	0
census_scrna__b6f472f1_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp	0.0	0		62	0	62	0
census_scrna__c2876b1b_pseudobulk	census_scrna	hallmark	c2_kegg	0.0939	0		128	335	176	383
census_scrna__c2876b1b_pseudobulk	census_scrna	hallmark	c2_reactome	0.111	0		70	779	176	885
census_scrna__c2876b1b_pseudobulk	census_scrna	hallmark	c2_wikipathways	0.0573	0		138	487	176	525
census_scrna__c2876b1b_pseudobulk	census_scrna	hallmark	c5_go_bp	0.0609	0		58	1763	176	1881
census_scrna__c2876b1b_pseudobulk	census_scrna	c2_kegg	c2_reactome	0.2795	0		106	608	383	885
census_scrna__c2876b1b_pseudobulk	census_scrna	c2_kegg	c2_wikipathways	0.3884	0		129	271	383	525
census_scrna__c2876b1b_pseudobulk	census_scrna	c2_kegg	c5_go_bp	0.1575	0		75	1573	383	1881
census_scrna__c2876b1b_pseudobulk	census_scrna	c2_reactome	c2_wikipathways	0.3165	0		546	186	885	525
census_scrna__c2876b1b_pseudobulk	census_scrna	c2_reactome	c5_go_bp	0.3375	0		187	1183	885	1881
census_scrna__c2876b1b_pseudobulk	census_scrna	c2_wikipathways	c5_go_bp	0.2396	0		60	1416	525	1881
census_scrna__c2876b1b_wilcoxon	census_scrna	hallmark	c2_kegg	0.0	0		0	60	0	60
census_scrna__c2876b1b_wilcoxon	census_scrna	hallmark	c2_reactome	0.0	0		0	106	0	106
census_scrna__c2876b1b_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.0	0		0	65	0	65
census_scrna__c2876b1b_wilcoxon	census_scrna	hallmark	c5_go_bp	0.0	0		0	158	0	158
census_scrna__c2876b1b_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.566	0		0	46	60	106
census_scrna__c2876b1b_wilcoxon	census_scrna	c2_kegg	c2_wikipathways	0.9231	0		0	5	60	65
census_scrna__c2876b1b_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.3797	0		0	98	60	158
census_scrna__c2876b1b_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.5833	0		43	2	106	65
census_scrna__c2876b1b_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.4348	0		26	78	106	158
census_scrna__c2876b1b_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp	0.3851	0		3	96	65	158
census_scrna__c7775e88_pseudobulk	census_scrna	hallmark	c2_kegg	0.0689	0		237	128	264	155
census_scrna__c7775e88_pseudobulk	census_scrna	hallmark	c2_reactome	0.1485	0		158	450	264	556
census_scrna__c7775e88_pseudobulk	census_scrna	hallmark	c2_wikipathways	0.1007	0		223	143	264	184
census_scrna__c7775e88_pseudobulk	census_scrna	hallmark	c5_go_bp	0.1532	0		122	663	264	805
census_scrna__c7775e88_pseudobulk	census_scrna	c2_kegg	c2_reactome	0.2788	0		0	401	155	556
census_scrna__c7775e88_pseudobulk	census_scrna	c2_kegg	c2_wikipathways	0.4675	0		47	76	155	184
census_scrna__c7775e88_pseudobulk	census_scrna	c2_kegg	c5_go_bp	0.1765	0		11	661	155	805
census_scrna__c7775e88_pseudobulk	census_scrna	c2_reactome	c2_wikipathways	0.2416	0		412	40	556	184
census_scrna__c7775e88_pseudobulk	census_scrna	c2_reactome	c5_go_bp	0.3678	0		190	439	556	805
census_scrna__c7775e88_pseudobulk	census_scrna	c2_wikipathways	c5_go_bp	0.1788	0		34	655	184	805
census_scrna__c7775e88_wilcoxon	census_scrna	hallmark	c2_kegg	0.0441	0		48	82	54	88
census_scrna__c7775e88_wilcoxon	census_scrna	hallmark	c2_reactome	0.1676	0		24	125	54	155
census_scrna__c7775e88_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.1	0		41	76	54	89
census_scrna__c7775e88_wilcoxon	census_scrna	hallmark	c5_go_bp	0.1643	0		20	153	54	187
census_scrna__c7775e88_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.4128	0		17	84	88	155
census_scrna__c7775e88_wilcoxon	census_scrna	c2_kegg	c2_wikipathways	0.7525	0		12	13	88	89
census_scrna__c7775e88_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.4398	0		4	103	88	187
census_scrna__c7775e88_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.4878	0		75	9	155	89
census_scrna__c7775e88_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.4805	0		44	76	155	187
census_scrna__c7775e88_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp	0.4681	0		1	99	89	187
census_scrna__d3cb449b_wilcoxon	census_scrna	hallmark	c2_kegg	0.0	0		16	0	16	0
census_scrna__d3cb449b_wilcoxon	census_scrna	hallmark	c2_reactome	0.044	0		12	75	16	79
census_scrna__d3cb449b_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.0	0		16	0	16	0
census_scrna__d3cb449b_wilcoxon	census_scrna	hallmark	c5_go_bp	0.1053	0		10	41	16	47
census_scrna__d3cb449b_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.0	0		0	79	0	79
census_scrna__d3cb449b_wilcoxon	census_scrna	c2_kegg	c2_wikipathways		0		0	0	0	0
census_scrna__d3cb449b_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.0	0		0	47	0	47
census_scrna__d3cb449b_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.0	0		79	0	79	0
census_scrna__d3cb449b_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.1887	0		59	27	79	47
census_scrna__d3cb449b_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp	0.0	0		0	47	0	47
census_scrna__d9f3a82c_pseudobulk	census_scrna	hallmark	c2_kegg	0.282	0		383	144	590	351
census_scrna__d9f3a82c_pseudobulk	census_scrna	hallmark	c2_reactome	0.2877	0		201	762	590	1151
census_scrna__d9f3a82c_pseudobulk	census_scrna	hallmark	c2_wikipathways	0.2399	0		399	206	590	397
census_scrna__d9f3a82c_pseudobulk	census_scrna	hallmark	c5_go_bp	0.2518	0		167	1090	590	1513
census_scrna__d9f3a82c_pseudobulk	census_scrna	c2_kegg	c2_reactome	0.2291	0		71	871	351	1151
census_scrna__d9f3a82c_pseudobulk	census_scrna	c2_kegg	c2_wikipathways	0.3054	0		176	222	351	397
census_scrna__d9f3a82c_pseudobulk	census_scrna	c2_kegg	c5_go_bp	0.1723	0		77	1239	351	1513
census_scrna__d9f3a82c_pseudobulk	census_scrna	c2_reactome	c2_wikipathways	0.2384	0		853	99	1151	397
census_scrna__d9f3a82c_pseudobulk	census_scrna	c2_reactome	c5_go_bp	0.3897	0		404	766	1151	1513
census_scrna__d9f3a82c_pseudobulk	census_scrna	c2_wikipathways	c5_go_bp	0.1849	0		99	1215	397	1513
census_scrna__d9f3a82c_wilcoxon	census_scrna	hallmark	c2_kegg	0.1447	0		77	53	99	75
census_scrna__d9f3a82c_wilcoxon	census_scrna	hallmark	c2_reactome	0.1263	0		63	186	99	222
census_scrna__d9f3a82c_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.087	0		89	16	99	26
census_scrna__d9f3a82c_wilcoxon	census_scrna	hallmark	c5_go_bp	0.0926	0		69	225	99	255
census_scrna__d9f3a82c_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.1124	0		45	192	75	222
census_scrna__d9f3a82c_wilcoxon	census_scrna	c2_kegg	c2_wikipathways	0.2169	0		57	8	75	26
census_scrna__d9f3a82c_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.1037	0		44	224	75	255
census_scrna__d9f3a82c_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.1022	0		199	3	222	26
census_scrna__d9f3a82c_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.2326	0		132	165	222	255
census_scrna__d9f3a82c_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp	0.0808	0		5	234	26	255
census_scrna__ebc2e1ff_wilcoxon	census_scrna	hallmark	c2_kegg	0.0655	0		144	70	159	85
census_scrna__ebc2e1ff_wilcoxon	census_scrna	hallmark	c2_reactome	0.0	0		159	86	159	86
census_scrna__ebc2e1ff_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.1732	0		115	95	159	139
census_scrna__ebc2e1ff_wilcoxon	census_scrna	hallmark	c5_go_bp	0.1599	0		116	110	159	153
census_scrna__ebc2e1ff_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.487	0		29	30	85	86
census_scrna__ebc2e1ff_wilcoxon	census_scrna	c2_kegg	c2_wikipathways	0.5342	0		7	61	85	139
census_scrna__ebc2e1ff_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.3918	0		18	86	85	153
census_scrna__ebc2e1ff_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.3314	0		30	83	86	139
census_scrna__ebc2e1ff_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.3503	0		24	91	86	153
census_scrna__ebc2e1ff_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp	0.3905	0		57	71	139	153
census_scrna__f14bc322_wilcoxon	census_scrna	hallmark	c2_kegg	0.0574	0		179	100	196	117
census_scrna__f14bc322_wilcoxon	census_scrna	hallmark	c2_reactome	0.1529	0		113	347	196	430
census_scrna__f14bc322_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.088	0		171	88	196	113
census_scrna__f14bc322_wilcoxon	census_scrna	hallmark	c5_go_bp	0.1246	0		116	446	196	526
census_scrna__f14bc322_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.1866	0		31	344	117	430
census_scrna__f14bc322_wilcoxon	census_scrna	c2_kegg	c2_wikipathways	0.465	0		44	40	117	113
census_scrna__f14bc322_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.1755	0		21	430	117	526
census_scrna__f14bc322_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.1908	0		343	26	430	113
census_scrna__f14bc322_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.3132	0		202	298	430	526
census_scrna__f14bc322_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp	0.1899	0		11	424	113	526
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_DESeq2	gtex_tissue_pair	hallmark	c2_kegg	0.1469	0		566	96	680	210
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_DESeq2	gtex_tissue_pair	hallmark	c2_reactome	0.2063	0		391	721	680	1010
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_DESeq2	gtex_tissue_pair	hallmark	c2_wikipathways	0.1933	0		512	189	680	357
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_DESeq2	gtex_tissue_pair	hallmark	c5_go_bp	0.213	0		379	733	680	1034
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_DESeq2	gtex_tissue_pair	c2_kegg	c2_reactome	0.1542	0		47	847	210	1010
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_DESeq2	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.4	0		48	195	210	357
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_DESeq2	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1529	0		45	869	210	1034
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_DESeq2	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.2293	0		755	102	1010	357
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_DESeq2	gtex_tissue_pair	c2_reactome	c5_go_bp	0.2625	0		585	609	1010	1034
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_DESeq2	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.2498	0		79	756	357	1034
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_edgeR	gtex_tissue_pair	hallmark	c2_kegg	0.1677	0		711	197	894	380
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_edgeR	gtex_tissue_pair	hallmark	c2_reactome	0.2217	0		491	924	894	1327
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_edgeR	gtex_tissue_pair	hallmark	c2_wikipathways	0.2085	0		614	449	894	729
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_edgeR	gtex_tissue_pair	hallmark	c5_go_bp	0.1992	0		469	1240	894	1665
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_edgeR	gtex_tissue_pair	c2_kegg	c2_reactome	0.2047	0		90	1037	380	1327
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_edgeR	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.3607	0		86	435	380	729
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_edgeR	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1355	0		136	1421	380	1665
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_edgeR	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.2866	0		869	271	1327	729
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_edgeR	gtex_tissue_pair	c2_reactome	c5_go_bp	0.2947	0		646	984	1327	1665
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_edgeR	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.2482	0		253	1189	729	1665
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_limma	gtex_tissue_pair	hallmark	c2_kegg	0.1937	0		546	278	744	476
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_limma	gtex_tissue_pair	hallmark	c2_reactome	0.2293	0		311	1144	744	1577
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_limma	gtex_tissue_pair	hallmark	c2_wikipathways	0.1986	0		490	535	744	789
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_limma	gtex_tissue_pair	hallmark	c5_go_bp	0.1866	0		297	1652	744	2099
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_limma	gtex_tissue_pair	c2_kegg	c2_reactome	0.2112	0		118	1219	476	1577
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_limma	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.3246	0		166	479	476	789
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_limma	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1511	0		138	1761	476	2099
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_limma	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.2625	0		1085	297	1577	789
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_limma	gtex_tissue_pair	c2_reactome	c5_go_bp	0.3045	0		719	1241	1577	2099
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_limma	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.2475	0		216	1526	789	2099
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_DESeq2	gtex_tissue_pair	hallmark	c2_kegg	0.1994	0		534	590	814	870
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_DESeq2	gtex_tissue_pair	hallmark	c2_reactome	0.1854	0		230	2336	814	2920
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_DESeq2	gtex_tissue_pair	hallmark	c2_wikipathways	0.2248	0		323	1370	814	1861
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_DESeq2	gtex_tissue_pair	hallmark	c5_go_bp	0.1431	0		106	4133	814	4841
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_DESeq2	gtex_tissue_pair	c2_kegg	c2_reactome	0.2459	0		122	2172	870	2920
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_DESeq2	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.2913	0		254	1245	870	1861
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_DESeq2	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1653	0		60	4031	870	4841
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_DESeq2	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.4	0		1554	495	2920	1861
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_DESeq2	gtex_tissue_pair	c2_reactome	c5_go_bp	0.4791	0		406	2327	2920	4841
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_DESeq2	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.3332	0		186	3166	1861	4841
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_edgeR	gtex_tissue_pair	hallmark	c2_kegg	0.2028	0		761	682	1128	1049
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_edgeR	gtex_tissue_pair	hallmark	c2_reactome	0.1993	0		343	2810	1128	3595
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_edgeR	gtex_tissue_pair	hallmark	c2_wikipathways	0.2311	0		466	1737	1128	2399
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_edgeR	gtex_tissue_pair	hallmark	c5_go_bp	0.1662	0		143	4798	1128	5783
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_edgeR	gtex_tissue_pair	c2_kegg	c2_reactome	0.2401	0		150	2696	1049	3595
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_edgeR	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.288	0		278	1628	1049	2399
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_edgeR	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1675	0		69	4803	1049	5783
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_edgeR	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.411	0		1849	653	3595	2399
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_edgeR	gtex_tissue_pair	c2_reactome	c5_go_bp	0.499	0		473	2661	3595	5783
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_edgeR	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.3573	0		245	3629	2399	5783
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_limma	gtex_tissue_pair	hallmark	c2_kegg	0.1984	0		651	787	1007	1143
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_limma	gtex_tissue_pair	hallmark	c2_reactome	0.1914	0		286	2760	1007	3481
