input_id	input_category	db_a	db_b	leading_edge_gene_jaccard_sig05	n_sig_pathway_names_shared	direction_concordance_on_shared	n_genes_unique_to_a	n_genes_unique_to_b	n_sig_genes_a	n_sig_genes_b
tcga_cancer__UCEC_limma	tcga_cancer	c2_kegg	c5_go_bp	0.1812	0		124	3197	859	3932
tcga_cancer__UCEC_limma	tcga_cancer	c2_reactome	c2_wikipathways	0.3152	0		1630	395	2562	1327
tcga_cancer__UCEC_limma	tcga_cancer	c2_reactome	c5_go_bp	0.4099	0		674	2044	2562	3932
tcga_cancer__UCEC_limma	tcga_cancer	c2_wikipathways	c5_go_bp	0.2581	0		248	2853	1327	3932
census_scrna__16023185_pseudobulk	census_scrna	hallmark	c2_kegg	0.2361	0		468	192	672	396
census_scrna__16023185_pseudobulk	census_scrna	hallmark	c2_reactome	0.2385	0		194	1332	672	1810
census_scrna__16023185_pseudobulk	census_scrna	hallmark	c2_wikipathways	0.2301	0		423	410	672	659
census_scrna__16023185_pseudobulk	census_scrna	hallmark	c5_go_bp	0.209	0		159	1783	672	2296
census_scrna__16023185_pseudobulk	census_scrna	c2_kegg	c2_reactome	0.197	0		33	1447	396	1810
census_scrna__16023185_pseudobulk	census_scrna	c2_kegg	c2_wikipathways	0.3773	0		107	370	396	659
census_scrna__16023185_pseudobulk	census_scrna	c2_kegg	c5_go_bp	0.1446	0		56	1956	396	2296
census_scrna__16023185_pseudobulk	census_scrna	c2_reactome	c2_wikipathways	0.276	0		1276	125	1810	659
census_scrna__16023185_pseudobulk	census_scrna	c2_reactome	c5_go_bp	0.4834	0		472	958	1810	2296
census_scrna__16023185_pseudobulk	census_scrna	c2_wikipathways	c5_go_bp	0.2096	0		147	1784	659	2296
census_scrna__16023185_wilcoxon	census_scrna	hallmark	c2_kegg	0.1219	0		637	444	787	594
census_scrna__16023185_wilcoxon	census_scrna	hallmark	c2_reactome	0.1791	0		330	1765	787	2222
census_scrna__16023185_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.0724	0		710	277	787	354
census_scrna__16023185_wilcoxon	census_scrna	hallmark	c5_go_bp	0.1561	0		175	3134	787	3746
census_scrna__16023185_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.1993	0		126	1754	594	2222
census_scrna__16023185_wilcoxon	census_scrna	c2_kegg	c2_wikipathways	0.1449	0		474	234	594	354
census_scrna__16023185_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.1209	0		126	3278	594	3746
census_scrna__16023185_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.0814	0		2028	160	2222	354
census_scrna__16023185_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.425	0		442	1966	2222	3746
census_scrna__16023185_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp	0.0663	0		99	3491	354	3746
census_scrna__19053a82_pseudobulk	census_scrna	hallmark	c2_kegg	0.0798	0		107	43	120	56
census_scrna__19053a82_pseudobulk	census_scrna	hallmark	c2_reactome	0.1801	0		44	302	120	378
census_scrna__19053a82_pseudobulk	census_scrna	hallmark	c2_wikipathways	0.0	0		120	64	120	64
census_scrna__19053a82_pseudobulk	census_scrna	hallmark	c5_go_bp	0.0466	0		111	73	120	82
census_scrna__19053a82_pseudobulk	census_scrna	c2_kegg	c2_reactome	0.1273	0		7	329	56	378
census_scrna__19053a82_pseudobulk	census_scrna	c2_kegg	c2_wikipathways	0.4815	0		17	25	56	64
census_scrna__19053a82_pseudobulk	census_scrna	c2_kegg	c5_go_bp	0.0	0		56	82	56	82
census_scrna__19053a82_pseudobulk	census_scrna	c2_reactome	c2_wikipathways	0.1106	0		334	20	378	64
census_scrna__19053a82_pseudobulk	census_scrna	c2_reactome	c5_go_bp	0.1275	0		326	30	378	82
census_scrna__19053a82_pseudobulk	census_scrna	c2_wikipathways	c5_go_bp	0.0	0		64	82	64	82
census_scrna__19053a82_wilcoxon	census_scrna	hallmark	c2_kegg	0.0754	0		65	119	80	134
census_scrna__19053a82_wilcoxon	census_scrna	hallmark	c2_reactome	0.0676	0		61	201	80	220
census_scrna__19053a82_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.0618	0		69	98	80	109
census_scrna__19053a82_wilcoxon	census_scrna	hallmark	c5_go_bp	0.0357	0		68	256	80	268
census_scrna__19053a82_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.3563	0		41	127	134	220
census_scrna__19053a82_wilcoxon	census_scrna	c2_kegg	c2_wikipathways	0.5987	0		43	18	134	109
census_scrna__19053a82_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.3581	0		28	162	134	268
census_scrna__19053a82_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.4304	0		121	10	220	109
census_scrna__19053a82_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.2979	0		108	156	220	268
census_scrna__19053a82_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp	0.3513	0		11	170	109	268
census_scrna__218acb0f_pseudobulk	census_scrna	hallmark	c2_kegg	0.103	0		203	67	234	98
census_scrna__218acb0f_pseudobulk	census_scrna	hallmark	c2_reactome	0.2274	0		121	263	234	376
census_scrna__218acb0f_pseudobulk	census_scrna	hallmark	c2_wikipathways	0.2027	0		160	131	234	205
census_scrna__218acb0f_pseudobulk	census_scrna	hallmark	c5_go_bp	0.2224	0		77	472	234	629
census_scrna__218acb0f_pseudobulk	census_scrna	c2_kegg	c2_reactome	0.2376	0		7	285	98	376
census_scrna__218acb0f_pseudobulk	census_scrna	c2_kegg	c2_wikipathways	0.3836	0		14	121	98	205
census_scrna__218acb0f_pseudobulk	census_scrna	c2_kegg	c5_go_bp	0.1503	0		3	534	98	629
census_scrna__218acb0f_pseudobulk	census_scrna	c2_reactome	c2_wikipathways	0.3966	0		211	40	376	205
census_scrna__218acb0f_pseudobulk	census_scrna	c2_reactome	c5_go_bp	0.3958	0		91	344	376	629
census_scrna__218acb0f_pseudobulk	census_scrna	c2_wikipathways	c5_go_bp	0.2636	0		31	455	205	629
census_scrna__218acb0f_wilcoxon	census_scrna	hallmark	c2_kegg	0.0431	0		141	59	150	68
census_scrna__218acb0f_wilcoxon	census_scrna	hallmark	c2_reactome	0.1548	0		113	89	150	126
census_scrna__218acb0f_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.1028	0		128	64	150	86
census_scrna__218acb0f_wilcoxon	census_scrna	hallmark	c5_go_bp	0.2615	0		76	133	150	207
census_scrna__218acb0f_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.4478	0		8	66	68	126
census_scrna__218acb0f_wilcoxon	census_scrna	c2_kegg	c2_wikipathways	0.6383	0		8	26	68	86
census_scrna__218acb0f_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.3221	0		1	140	68	207
census_scrna__218acb0f_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.5474	0		51	11	126	86
census_scrna__218acb0f_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.4353	0		25	106	126	207
census_scrna__218acb0f_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp	0.3886	0		4	125	86	207
census_scrna__37a17b78_pseudobulk	census_scrna	hallmark	c2_kegg		0		0	0	0	0
census_scrna__37a17b78_pseudobulk	census_scrna	hallmark	c2_reactome	0.0	0		0	3	0	3
census_scrna__37a17b78_pseudobulk	census_scrna	hallmark	c2_wikipathways		0		0	0	0	0
census_scrna__37a17b78_pseudobulk	census_scrna	hallmark	c5_go_bp	0.0	0		0	28	0	28
census_scrna__37a17b78_pseudobulk	census_scrna	c2_kegg	c2_reactome	0.0	0		0	3	0	3
census_scrna__37a17b78_pseudobulk	census_scrna	c2_kegg	c2_wikipathways		0		0	0	0	0
census_scrna__37a17b78_pseudobulk	census_scrna	c2_kegg	c5_go_bp	0.0	0		0	28	0	28
census_scrna__37a17b78_pseudobulk	census_scrna	c2_reactome	c2_wikipathways	0.0	0		3	0	3	0
census_scrna__37a17b78_pseudobulk	census_scrna	c2_reactome	c5_go_bp	0.0	0		3	28	3	28
census_scrna__37a17b78_pseudobulk	census_scrna	c2_wikipathways	c5_go_bp	0.0	0		0	28	0	28
census_scrna__37a17b78_wilcoxon	census_scrna	hallmark	c2_kegg		0		0	0	0	0
census_scrna__37a17b78_wilcoxon	census_scrna	hallmark	c2_reactome	0.0	0		0	1	0	1
census_scrna__37a17b78_wilcoxon	census_scrna	hallmark	c2_wikipathways		0		0	0	0	0
census_scrna__37a17b78_wilcoxon	census_scrna	hallmark	c5_go_bp		0		0	0	0	0
census_scrna__37a17b78_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.0	0		0	1	0	1
census_scrna__37a17b78_wilcoxon	census_scrna	c2_kegg	c2_wikipathways		0		0	0	0	0
census_scrna__37a17b78_wilcoxon	census_scrna	c2_kegg	c5_go_bp		0		0	0	0	0
census_scrna__37a17b78_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.0	0		1	0	1	0
census_scrna__37a17b78_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.0	0		1	0	1	0
census_scrna__37a17b78_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp		0		0	0	0	0
census_scrna__4a5b00e0_pseudobulk	census_scrna	hallmark	c2_kegg	0.1863	0		523	71	659	207
census_scrna__4a5b00e0_pseudobulk	census_scrna	hallmark	c2_reactome	0.3116	0		238	692	659	1113
census_scrna__4a5b00e0_pseudobulk	census_scrna	hallmark	c2_wikipathways	0.1465	0		538	167	659	288
census_scrna__4a5b00e0_pseudobulk	census_scrna	hallmark	c5_go_bp	0.2693	0		306	652	659	1005
census_scrna__4a5b00e0_pseudobulk	census_scrna	c2_kegg	c2_reactome	0.1518	0		33	939	207	1113
census_scrna__4a5b00e0_pseudobulk	census_scrna	c2_kegg	c2_wikipathways	0.1814	0		131	212	207	288
census_scrna__4a5b00e0_pseudobulk	census_scrna	c2_kegg	c5_go_bp	0.1295	0		68	866	207	1005
census_scrna__4a5b00e0_pseudobulk	census_scrna	c2_reactome	c2_wikipathways	0.1262	0		956	131	1113	288
census_scrna__4a5b00e0_pseudobulk	census_scrna	c2_reactome	c5_go_bp	0.349	0		565	457	1113	1005
census_scrna__4a5b00e0_pseudobulk	census_scrna	c2_wikipathways	c5_go_bp	0.1014	0		169	886	288	1005
census_scrna__4a5b00e0_wilcoxon	census_scrna	hallmark	c2_kegg	0.0	0		0	44	0	44
census_scrna__4a5b00e0_wilcoxon	census_scrna	hallmark	c2_reactome	0.0	0		0	185	0	185
census_scrna__4a5b00e0_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.0	0		0	75	0	75
census_scrna__4a5b00e0_wilcoxon	census_scrna	hallmark	c5_go_bp	0.0	0		0	309	0	309
census_scrna__4a5b00e0_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.2378	0		0	141	44	185
census_scrna__4a5b00e0_wilcoxon	census_scrna	c2_kegg	c2_wikipathways	0.5867	0		0	31	44	75
census_scrna__4a5b00e0_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.1387	0		1	266	44	309
census_scrna__4a5b00e0_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.3131	0		123	13	185	75
census_scrna__4a5b00e0_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.3173	0		66	190	185	309
census_scrna__4a5b00e0_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp	0.2038	0		10	244	75	309
census_scrna__5c97eeeb_pseudobulk	census_scrna	hallmark	c2_kegg	0.1946	0		103	104	153	154
census_scrna__5c97eeeb_pseudobulk	census_scrna	hallmark	c2_reactome	0.1356	0		43	658	153	768
census_scrna__5c97eeeb_pseudobulk	census_scrna	hallmark	c2_wikipathways	0.2116	0		102	88	153	139
census_scrna__5c97eeeb_pseudobulk	census_scrna	hallmark	c5_go_bp	0.1182	0		68	566	153	651
census_scrna__5c97eeeb_pseudobulk	census_scrna	c2_kegg	c2_reactome	0.1821	0		12	626	154	768
census_scrna__5c97eeeb_pseudobulk	census_scrna	c2_kegg	c2_wikipathways	0.5503	0		50	35	154	139
census_scrna__5c97eeeb_pseudobulk	census_scrna	c2_kegg	c5_go_bp	0.2015	0		19	516	154	651
census_scrna__5c97eeeb_pseudobulk	census_scrna	c2_reactome	c2_wikipathways	0.1643	0		640	11	768	139
census_scrna__5c97eeeb_pseudobulk	census_scrna	c2_reactome	c5_go_bp	0.3412	0		407	290	768	651
census_scrna__5c97eeeb_pseudobulk	census_scrna	c2_wikipathways	c5_go_bp	0.188	0		14	526	139	651
census_scrna__5c97eeeb_wilcoxon	census_scrna	hallmark	c2_kegg		0		0	0	0	0
census_scrna__5c97eeeb_wilcoxon	census_scrna	hallmark	c2_reactome		0		0	0	0	0
census_scrna__5c97eeeb_wilcoxon	census_scrna	hallmark	c2_wikipathways		0		0	0	0	0
census_scrna__5c97eeeb_wilcoxon	census_scrna	hallmark	c5_go_bp		0		0	0	0	0
census_scrna__5c97eeeb_wilcoxon	census_scrna	c2_kegg	c2_reactome		0		0	0	0	0
census_scrna__5c97eeeb_wilcoxon	census_scrna	c2_kegg	c2_wikipathways		0		0	0	0	0
census_scrna__5c97eeeb_wilcoxon	census_scrna	c2_kegg	c5_go_bp		0		0	0	0	0
census_scrna__5c97eeeb_wilcoxon	census_scrna	c2_reactome	c2_wikipathways		0		0	0	0	0
census_scrna__5c97eeeb_wilcoxon	census_scrna	c2_reactome	c5_go_bp		0		0	0	0	0
census_scrna__5c97eeeb_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp		0		0	0	0	0
census_scrna__5e57cd50_pseudobulk	census_scrna	hallmark	c2_kegg	0.0462	0		138	48	147	57
census_scrna__5e57cd50_pseudobulk	census_scrna	hallmark	c2_reactome	0.1792	0		71	277	147	353
census_scrna__5e57cd50_pseudobulk	census_scrna	hallmark	c2_wikipathways	0.0459	0		138	49	147	58
census_scrna__5e57cd50_pseudobulk	census_scrna	hallmark	c5_go_bp	0.0563	0		134	84	147	97
census_scrna__5e57cd50_pseudobulk	census_scrna	c2_kegg	c2_reactome	0.1615	0		0	296	57	353
census_scrna__5e57cd50_pseudobulk	census_scrna	c2_kegg	c2_wikipathways	0.9492	0		1	2	57	58
census_scrna__5e57cd50_pseudobulk	census_scrna	c2_kegg	c5_go_bp	0.5876	0		0	40	57	97
census_scrna__5e57cd50_pseudobulk	census_scrna	c2_reactome	c2_wikipathways	0.1643	0		295	0	353	58
census_scrna__5e57cd50_pseudobulk	census_scrna	c2_reactome	c5_go_bp	0.1968	0		279	23	353	97
census_scrna__5e57cd50_pseudobulk	census_scrna	c2_wikipathways	c5_go_bp	0.5816	0		1	40	58	97
census_scrna__5e57cd50_wilcoxon	census_scrna	hallmark	c2_kegg		0		0	0	0	0
census_scrna__5e57cd50_wilcoxon	census_scrna	hallmark	c2_reactome		0		0	0	0	0
census_scrna__5e57cd50_wilcoxon	census_scrna	hallmark	c2_wikipathways		0		0	0	0	0
census_scrna__5e57cd50_wilcoxon	census_scrna	hallmark	c5_go_bp		0		0	0	0	0
census_scrna__5e57cd50_wilcoxon	census_scrna	c2_kegg	c2_reactome		0		0	0	0	0
census_scrna__5e57cd50_wilcoxon	census_scrna	c2_kegg	c2_wikipathways		0		0	0	0	0
census_scrna__5e57cd50_wilcoxon	census_scrna	c2_kegg	c5_go_bp		0		0	0	0	0
census_scrna__5e57cd50_wilcoxon	census_scrna	c2_reactome	c2_wikipathways		0		0	0	0	0
census_scrna__5e57cd50_wilcoxon	census_scrna	c2_reactome	c5_go_bp		0		0	0	0	0
census_scrna__5e57cd50_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp		0		0	0	0	0
census_scrna__67b6b9ac_pseudobulk	census_scrna	hallmark	c2_kegg	0.2237	0		307	217	458	368
census_scrna__67b6b9ac_pseudobulk	census_scrna	hallmark	c2_reactome	0.2891	0		157	583	458	884
census_scrna__67b6b9ac_pseudobulk	census_scrna	hallmark	c2_wikipathways	0.2568	0		279	239	458	418
census_scrna__67b6b9ac_pseudobulk	census_scrna	hallmark	c5_go_bp	0.1859	0		153	1183	458	1488
census_scrna__67b6b9ac_pseudobulk	census_scrna	c2_kegg	c2_reactome	0.3028	0		77	593	368	884
census_scrna__67b6b9ac_pseudobulk	census_scrna	c2_kegg	c2_wikipathways	0.5145	0		101	151	368	418
census_scrna__67b6b9ac_pseudobulk	census_scrna	c2_kegg	c5_go_bp	0.1959	0		64	1184	368	1488
census_scrna__67b6b9ac_pseudobulk	census_scrna	c2_reactome	c2_wikipathways	0.3245	0		565	99	884	418
census_scrna__67b6b9ac_pseudobulk	census_scrna	c2_reactome	c5_go_bp	0.3214	0		307	911	884	1488
census_scrna__67b6b9ac_pseudobulk	census_scrna	c2_wikipathways	c5_go_bp	0.2109	0		86	1156	418	1488
census_scrna__67b6b9ac_wilcoxon	census_scrna	hallmark	c2_kegg	0.0485	0		34	64	39	69
census_scrna__67b6b9ac_wilcoxon	census_scrna	hallmark	c2_reactome	0.0709	0		29	102	39	112
census_scrna__67b6b9ac_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.049	0		34	63	39	68
census_scrna__67b6b9ac_wilcoxon	census_scrna	hallmark	c5_go_bp	0.1257	0		18	128	39	149
census_scrna__67b6b9ac_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.6161	0		0	43	69	112
census_scrna__67b6b9ac_wilcoxon	census_scrna	c2_kegg	c2_wikipathways	0.9028	0		4	3	69	68
census_scrna__67b6b9ac_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.4437	0		2	82	69	149
census_scrna__67b6b9ac_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.5929	0		45	1	112	68
census_scrna__67b6b9ac_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.4663	0		29	66	112	149
census_scrna__67b6b9ac_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp	0.4564	0		0	81	68	149
census_scrna__6a270451_pseudobulk	census_scrna	hallmark	c2_kegg	0.1266	0		303	35	352	84
census_scrna__6a270451_pseudobulk	census_scrna	hallmark	c2_reactome	0.1869	0		241	242	352	353
census_scrna__6a270451_pseudobulk	census_scrna	hallmark	c2_wikipathways	0.0	0		352	0	352	0
census_scrna__6a270451_pseudobulk	census_scrna	hallmark	c5_go_bp	0.1824	0		201	476	352	627
census_scrna__6a270451_pseudobulk	census_scrna	c2_kegg	c2_reactome	0.153	0		26	295	84	353
census_scrna__6a270451_pseudobulk	census_scrna	c2_kegg	c2_wikipathways	0.0	0		84	0	84	0
census_scrna__6a270451_pseudobulk	census_scrna	c2_kegg	c5_go_bp	0.0905	0		25	568	84	627
census_scrna__6a270451_pseudobulk	census_scrna	c2_reactome	c2_wikipathways	0.0	0		353	0	353	0
census_scrna__6a270451_pseudobulk	census_scrna	c2_reactome	c5_go_bp	0.3102	0		121	395	353	627
census_scrna__6a270451_pseudobulk	census_scrna	c2_wikipathways	c5_go_bp	0.0	0		0	627	0	627
census_scrna__6a270451_wilcoxon	census_scrna	hallmark	c2_kegg	0.0647	0		64	66	73	75
census_scrna__6a270451_wilcoxon	census_scrna	hallmark	c2_reactome	0.0978	0		51	152	73	174
census_scrna__6a270451_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.0709	0		64	54	73	63
census_scrna__6a270451_wilcoxon	census_scrna	hallmark	c5_go_bp	0.1276	0		42	170	73	201
census_scrna__6a270451_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.4148	0		2	101	75	174
census_scrna__6a270451_wilcoxon	census_scrna	c2_kegg	c2_wikipathways	0.8158	0		13	1	75	63
census_scrna__6a270451_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.3081	0		10	136	75	201
census_scrna__6a270451_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.3621	0		111	0	174	63
census_scrna__6a270451_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.3112	0		85	112	174	201
census_scrna__6a270451_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp	0.3069	0		1	139	63	201
census_scrna__6f7fd0f1_pseudobulk	census_scrna	hallmark	c2_kegg	0.1389	0		258	393	363	498
census_scrna__6f7fd0f1_pseudobulk	census_scrna	hallmark	c2_reactome	0.1504	0		177	874	363	1060
census_scrna__6f7fd0f1_pseudobulk	census_scrna	hallmark	c2_wikipathways	0.1689	0		196	626	363	793
census_scrna__6f7fd0f1_pseudobulk	census_scrna	hallmark	c5_go_bp	0.1215	0		105	1761	363	2019
census_scrna__6f7fd0f1_pseudobulk	census_scrna	c2_kegg	c2_reactome	0.2919	0		146	708	498	1060
census_scrna__6f7fd0f1_pseudobulk	census_scrna	c2_kegg	c2_wikipathways	0.3882	0		137	432	498	793
census_scrna__6f7fd0f1_pseudobulk	census_scrna	c2_kegg	c5_go_bp	0.1901	0		96	1617	498	2019
census_scrna__6f7fd0f1_pseudobulk	census_scrna	c2_reactome	c2_wikipathways	0.3953	0		535	268	1060	793
census_scrna__6f7fd0f1_pseudobulk	census_scrna	c2_reactome	c5_go_bp	0.3807	0		211	1170	1060	2019
census_scrna__6f7fd0f1_pseudobulk	census_scrna	c2_wikipathways	c5_go_bp	0.3296	0		96	1322	793	2019
census_scrna__6f7fd0f1_wilcoxon	census_scrna	hallmark	c2_kegg	0.0	0		0	117	0	117
census_scrna__6f7fd0f1_wilcoxon	census_scrna	hallmark	c2_reactome	0.0	0		0	129	0	129
census_scrna__6f7fd0f1_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.0	0		0	58	0	58
census_scrna__6f7fd0f1_wilcoxon	census_scrna	hallmark	c5_go_bp	0.0	0		0	177	0	177
census_scrna__6f7fd0f1_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.422	0		44	56	117	129
census_scrna__6f7fd0f1_wilcoxon	census_scrna	c2_kegg	c2_wikipathways	0.4113	0		66	7	117	58
census_scrna__6f7fd0f1_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.2783	0		53	113	117	177
census_scrna__6f7fd0f1_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.3551	0		80	9	129	58
census_scrna__6f7fd0f1_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.2911	0		60	108	129	177
census_scrna__6f7fd0f1_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp	0.2567	0		10	129	58	177
census_scrna__7b6bab5a_wilcoxon	census_scrna	hallmark	c2_kegg	0.112	0		94	17	108	31
census_scrna__7b6bab5a_wilcoxon	census_scrna	hallmark	c2_reactome	0.1172	0		93	20	108	35
census_scrna__7b6bab5a_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.0	0		108	0	108	0
census_scrna__7b6bab5a_wilcoxon	census_scrna	hallmark	c5_go_bp	0.0	0		108	0	108	0
census_scrna__7b6bab5a_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.2	0		20	24	31	35
census_scrna__7b6bab5a_wilcoxon	census_scrna	c2_kegg	c2_wikipathways	0.0	0		31	0	31	0
census_scrna__7b6bab5a_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.0	0		31	0	31	0
census_scrna__7b6bab5a_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.0	0		35	0	35	0
census_scrna__7b6bab5a_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.0	0		35	0	35	0
census_scrna__7b6bab5a_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp		0		0	0	0	0
census_scrna__9dbab10c_pseudobulk	census_scrna	hallmark	c2_kegg	0.0329	0		408	3	422	17
census_scrna__9dbab10c_pseudobulk	census_scrna	hallmark	c2_reactome	0.0	0		422	0	422	0
census_scrna__9dbab10c_pseudobulk	census_scrna	hallmark	c2_wikipathways	0.0576	0		397	12	422	37
census_scrna__9dbab10c_pseudobulk	census_scrna	hallmark	c5_go_bp	0.0992	0		370	102	422	154
census_scrna__9dbab10c_pseudobulk	census_scrna	c2_kegg	c2_reactome	0.0	0		17	0	17	0
census_scrna__9dbab10c_pseudobulk	census_scrna	c2_kegg	c2_wikipathways	0.0	0		17	37	17	37
census_scrna__9dbab10c_pseudobulk	census_scrna	c2_kegg	c5_go_bp	0.0	0		17	154	17	154
census_scrna__9dbab10c_pseudobulk	census_scrna	c2_reactome	c2_wikipathways	0.0	0		0	37	0	37
census_scrna__9dbab10c_pseudobulk	census_scrna	c2_reactome	c5_go_bp	0.0	0		0	154	0	154
census_scrna__9dbab10c_pseudobulk	census_scrna	c2_wikipathways	c5_go_bp	0.0791	0		23	140	37	154
census_scrna__9dbab10c_wilcoxon	census_scrna	hallmark	c2_kegg	0.0629	0		74	60	83	69
census_scrna__9dbab10c_wilcoxon	census_scrna	hallmark	c2_reactome	0.1011	0		64	105	83	124
census_scrna__9dbab10c_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.0964	0		67	83	83	99
census_scrna__9dbab10c_wilcoxon	census_scrna	hallmark	c5_go_bp	0.1009	0		61	135	83	157
census_scrna__9dbab10c_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.5565	0		0	55	69	124
census_scrna__9dbab10c_wilcoxon	census_scrna	c2_kegg	c2_wikipathways	0.697	0		0	30	69	99
census_scrna__9dbab10c_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.4037	0		4	92	69	157
census_scrna__9dbab10c_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.5704	0		43	18	124	99
census_scrna__9dbab10c_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.5027	0		30	63	124	157
census_scrna__9dbab10c_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp	0.4545	0		19	77	99	157
census_scrna__9f222629_pseudobulk	census_scrna	hallmark	c2_kegg	0.2106	0		408	188	567	347
census_scrna__9f222629_pseudobulk	census_scrna	hallmark	c2_reactome	0.3084	0		246	474	567	795
census_scrna__9f222629_pseudobulk	census_scrna	hallmark	c2_wikipathways	0.2927	0		284	400	567	683
census_scrna__9f222629_pseudobulk	census_scrna	hallmark	c5_go_bp	0.2312	0		121	1362	567	1808
census_scrna__9f222629_pseudobulk	census_scrna	c2_kegg	c2_reactome	0.2774	0		99	547	347	795
census_scrna__9f222629_pseudobulk	census_scrna	c2_kegg	c2_wikipathways	0.2669	0		130	466	347	683
census_scrna__9f222629_pseudobulk	census_scrna	c2_kegg	c5_go_bp	0.1536	0		60	1521	347	1808
census_scrna__9f222629_pseudobulk	census_scrna	c2_reactome	c2_wikipathways	0.3351	0		424	312	795	683
census_scrna__9f222629_pseudobulk	census_scrna	c2_reactome	c5_go_bp	0.3127	0		175	1188	795	1808
census_scrna__9f222629_pseudobulk	census_scrna	c2_wikipathways	c5_go_bp	0.2619	0		166	1291	683	1808
census_scrna__9f222629_wilcoxon	census_scrna	hallmark	c2_kegg	0.1121	0		266	43	305	82
census_scrna__9f222629_wilcoxon	census_scrna	hallmark	c2_reactome	0.2729	0		147	274	305	432
census_scrna__9f222629_wilcoxon	census_scrna	hallmark	c2_wikipathways	0.2318	0		222	53	305	136
census_scrna__9f222629_wilcoxon	census_scrna	hallmark	c5_go_bp	0.2749	0		131	328	305	502
census_scrna__9f222629_wilcoxon	census_scrna	c2_kegg	c2_reactome	0.1422	0		18	368	82	432
census_scrna__9f222629_wilcoxon	census_scrna	c2_kegg	c2_wikipathways	0.1474	0		54	108	82	136
census_scrna__9f222629_wilcoxon	census_scrna	c2_kegg	c5_go_bp	0.1145	0		22	442	82	502
census_scrna__9f222629_wilcoxon	census_scrna	c2_reactome	c2_wikipathways	0.2268	0		327	31	432	136
census_scrna__9f222629_wilcoxon	census_scrna	c2_reactome	c5_go_bp	0.3324	0		199	269	432	502
census_scrna__9f222629_wilcoxon	census_scrna	c2_wikipathways	c5_go_bp	0.1685	0		44	410	136	502
census_scrna__a19d1667_pseudobulk	census_scrna	hallmark	c2_kegg		0		0	0	0	0
