cell	n_genes_by_counts	total_counts	pct_counts_mt
64014381	6696	18566.0	1.7936012
64014390	6309	18046.0	3.0034356
64014396	6481	17670.0	2.8919072
64014400	6346	17307.0	0.29467845
64014407	6295	17018.0	1.2692443
64014411	6219	16779.0	0.2920317
64014416	6133	16315.0	1.8878334
64014423	5167	15988.0	20.928196
64014438	6082	15480.0	2.2803617
64014456	5849	14976.0	0.7879274
64014463	5821	14840.0	0.7277628
64014467	5818	14785.0	8.542441
64014468	7296	14713.0	0.86318225
64014472	5656	14706.0	8.397933
64014500	5307	13881.0	10.049708
64014501	5583	13887.0	0.8569165
64014502	5607	13761.0	1.1917738
64014503	5361	13778.0	5.2257223
64014504	5426	13767.0	7.8085275
64014543	5383	13207.0	0.5527372
64014556	5109	12906.0	8.546412
64014564	5463	12632.0	1.0845472
64014573	5738	12544.0	0.35873723
64014580	5018	12406.0	8.286313
64014581	5319	12468.0	2.919474
64014593	5007	12378.0	0.9856196
64014613	5448	12143.0	1.9270363
64014615	5033	12102.0	1.8096182
64014619	5335	12060.0	0.68822557
64014620	5025	11990.0	2.9524603
64014632	4403	11863.0	16.943438
64014635	5203	11854.0	0.69174963
64014644	4992	11761.0	4.838024
64014646	4885	11684.0	5.896953
64014662	4928	11465.0	4.038378
64014667	4964	11499.0	5.304809
64014668	5168	11506.0	1.5209455
64014677	3140	11387.0	29.261436
64014683	4757	11298.0	11.001947
64014689	5074	11335.0	0.45875603
64014706	4524	11191.0	13.492985
64014710	5412	11142.0	1.8219349
64014712	5067	11022.0	0.7258211
64014739	4868	10826.0	2.8357656
64014746	4936	10654.0	0.06570302
64014755	4989	10669.0	0.19683196
64014758	4915	10469.0	3.3623078
64014767	4726	10447.0	0.4307457
64014769	4774	10536.0	0.920653
64014800	4768	10170.0	2.979351
64014802	3578	10098.0	24.301842
64014822	4719	9974.0	0.6817726
64014828	4591	9907.0	3.421823
64014831	4693	9881.0	0.56674427
64014832	4815	9925.0	0.49370277
64014838	4539	9848.0	0.8834281
64014855	5224	9663.0	0.99348027
64014862	4755	9648.0	4.4361525
64014872	4454	9599.0	1.2813834
64014874	4613	9538.0	4.2042356
64014877	4697	9507.0	3.797202
64014878	4839	9548.0	1.1206535
64014884	4438	9427.0	4.614405
64014894	4339	9460.0	5.665962
64014911	4405	9310.0	1.482277
64014917	5253	9314.0	1.8037364
64014935	4439	9287.0	2.638096
64014936	3811	9275.0	13.703505
64014946	3764	9162.0	18.151058
64014949	4070	9178.0	1.1658313
64014957	4641	9151.0	0.5354606
64014963	4498	9098.0	1.0661684
64014988	4286	8980.0	7.0601335
64014993	3446	8886.0	26.941256
64014997	3846	8901.0	18.042915
64015000	4368	8855.0	0.63241106
64015004	4193	8782.0	0.4896379
64015005	4291	8892.0	0.5060729
64015006	4494	8880.0	0.3490991
64015010	4277	8849.0	7.7861905
64015013	4319	8803.0	6.3273883
64015026	4218	8702.0	0.27579868
64015043	4087	8707.0	5.9951763
64015055	4503	8669.0	0.20763642
64015056	4184	8677.0	3.054051
64015060	4467	8658.0	3.5689538
64015061	4328	8661.0	0.51957047
64015062	3866	8679.0	14.851941
64015064	4293	8611.0	0.58065265
64015072	3941	8656.0	9.750463
64015073	4032	8600.0	12.6046505
64015076	4196	8532.0	7.079231
64015081	4317	8492.0	1.2129062
64015085	4456	8564.0	0.46707144
64015088	4229	8484.0	3.4653466
64015106	4322	8466.0	0.3071108
64015107	3864	8409.0	11.428232
64015112	3498	8373.0	20.255583
64015115	4329	8451.0	2.626908
64015117	3642	8404.0	17.396479
64015122	4305	8399.0	0.36909157
64015126	3847	8372.0	9.4839945
64015137	4352	8376.0	0.7043935
64015148	4460	8232.0	0.8260447
64015153	4571	8378.0	3.043686
64015154	4280	8280.0	0.2294686
64015159	4163	8171.0	0.20805287
64015169	4261	8167.0	0.44079834
64015171	4048	8167.0	0.34284315
64015175	4284	8234.0	2.6354141
64015179	4147	8122.0	0.6648609
64015185	4202	8184.0	5.1564026
64015186	4176	8158.0	2.63545
64015197	3841	8079.0	10.88006
64015222	4300	8011.0	2.6962926
64015229	4179	7894.0	1.4694705
64015233	4054	7885.0	2.4984148
64015243	3759	7868.0	10.638027
64015245	3970	7899.0	1.4938599
64015251	3069	7846.0	29.785877
64015254	4117	7878.0	0.58390456
64015263	4110	7845.0	2.9700446
64015295	4164	7646.0	7.167146
64015299	3822	7650.0	7.058824
64015319	3988	7611.0	0.56497175
64015333	3963	7463.0	0.643173
64015337	4283	7458.0	2.1185305
64015341	3918	7380.0	0.9078591
64015343	4043	7403.0	0.2566527
64015354	4123	7356.0	1.3866231
64015359	3931	7389.0	0.9608878
64015376	3790	7370.0	3.6635008
64015399	2650	7287.0	16.248114
64015403	3613	7279.0	8.984751
64015407	3847	7249.0	1.0760105
64015411	3896	7331.0	1.4595554
64015415	3762	7253.0	0.13787398
64015430	4059	7182.0	0.40378726
64015445	3918	7063.0	0.5096984
64015448	3468	6964.0	9.549109
64015450	3945	7075.0	1.1166078
64015468	3511	7076.0	6.9954777
64015471	3656	7034.0	0.838783
64015476	3976	7051.0	0.72330165
64015481	3779	6957.0	1.3511571
64015482	3451	6963.0	11.345684
64015492	3884	6958.0	1.5952861
64015500	3879	6913.0	0.607551
64015502	3436	6947.0	13.372679
64015506	3927	6941.0	0.3457715
64015507	3377	6399.0	8.454446
64015516	3831	6879.0	1.3083297
64015542	3551	6843.0	8.037411
64015544	3779	6899.0	0.42035076
64015546	3933	6886.0	0.11617775
64015561	3685	6776.0	1.1511216
64015564	3695	6761.0	4.3188877
64015566	3866	6771.0	0.6055235
64015588	3719	6704.0	0.4624105
64015592	3855	6668.0	0.89982
64015593	3667	6747.0	1.3191048
64015601	4092	6734.0	0.59400064
64015602	3712	6705.0	0.4474273
64015605	3388	6626.0	10.926653
64015612	3654	6638.0	1.2503767
64015619	3919	6686.0	0.59826505
64015631	3866	6604.0	0.6814052
64015635	3660	6632.0	2.36731
64015664	3489	6524.0	4.5370936
64015665	2971	6489.0	25.25813
64015668	3440	6513.0	3.684938
64015670	3557	6481.0	6.1410275
64015680	3552	6444.0	2.8088143
64015689	3596	6545.0	6.4782276
64015709	3717	6434.0	1.0724277
64015711	3726	6395.0	1.4386239
64015712	3688	6387.0	1.1272898
64015715	3642	6466.0	0.35570678
64015718	3562	6433.0	0.31089693
64015733	3372	6332.0	8.591282
64015734	3276	6349.0	2.1735706
64015736	3742	6375.0	0.6117647
64015768	3497	6284.0	1.0661999
64015770	3671	6337.0	0.5049708
64015776	3569	6283.0	1.4801846
64015777	3616	6246.0	5.907781
64015778	3605	6210.0	0.32206118
64015792	3443	6237.0	0.2886003
64015800	2847	6187.0	22.385649
64015802	3664	6240.0	1.923077
64015817	3723	6216.0	0.8687259
64015821	3594	6136.0	0.8637549
64015822	3509	6202.0	1.0802966
64015832	3467	6114.0	0.4416094
64015845	3546	6155.0	0.8773355
64015850	3423	6103.0	1.5566115
64015851	3465	6141.0	1.3678554
64015855	3687	6122.0	0.75138843
64015878	3436	6088.0	2.2339027
64015879	3896	6028.0	1.1612475
64015888	3528	6032.0	0.99469495
64015897	3691	6056.0	0.5284016
64015904	3650	6087.0	0.7064235
64015906	3900	6074.0	1.0207442
64015915	3425	5977.0	0.15057722
64015927	3653	5956.0	0.6044325
64015948	3554	5937.0	0.6400539
64015958	3404	5950.0	0.36974788
64015980	3266	5919.0	7.5350566
64015985	2858	5817.0	20.09627
64016009	3567	5851.0	0.6665527
64016013	3119	5834.0	10.404525
64016031	3253	5741.0	3.7101552
64016034	3403	5755.0	0.79930496
64016047	3147	5705.0	6.748466
64016054	3276	5699.0	0.3684857
64016055	3109	5720.0	12.08042
64016059	3253	5690.0	0.4745167
64016061	3370	5658.0	0.83068216
64016062	3482	5596.0	0.8756255
64016067	3557	5751.0	4.121022
64016070	3361	5632.0	1.1541194
64016076	3346	5659.0	6.3968897
64016088	3489	5646.0	0.69075453
64016112	3335	5599.0	2.357564
64016130	3286	5549.0	1.8381691
64016144	3303	5527.0	0.37995294
64016160	3263	4969.0	3.3407125
64016162	3361	5524.0	0.48877624
64016174	3431	5482.0	0.27362275
64016177	3672	5406.0	0.66592675
64016196	3415	5470.0	0.32906765
64016199	1395	5381.0	21.352907
64016214	3512	5427.0	0.9213193
64016235	3149	5358.0	0.2986189
64016248	3160	5381.0	5.2406616
64016253	3005	4867.0	0.6985823
64016268	3167	5361.0	2.1451223
64016269	3255	5377.0	0.89269114
64016271	3022	5371.0	5.0828524
64016275	3225	5345.0	0.54256314
64016276	3285	5288.0	0.68078667
64016295	3244	5203.0	1.2108399
64016332	3343	5218.0	0.8240705
64016342	3301	5188.0	4.818813
64016345	2372	5160.0	26.589146
64016354	3170	5185.0	0.25072324
64016362	3045	5097.0	3.4922502
64016370	3320	5073.0	0.8279125
64016375	3199	5058.0	1.0083036
64016378	3033	5043.0	4.858219
64016395	3116	5121.0	0.41007614
64016398	2649	5068.0	18.804262
64016408	3082	5038.0	2.580389
64016409	3049	4959.0	0.20165356
64016410	2884	4983.0	7.5857916
64016412	3047	5021.0	1.8920534
64016414	2951	5066.0	5.1914725
64016424	3122	5086.0	1.1010617
64016425	3064	5018.0	2.3515346
64016426	2821	4999.0	10.522104
64016429	3124	5029.0	2.346391
64016438	3203	5026.0	0.39793077
64016447	2962	4918.0	0.63033754
64016456	2930	4939.0	0.5669164
64016464	3130	4938.0	5.6298094
64016481	3032	4893.0	1.4510525
64016498	3060	4893.0	1.4101778
64016504	3204	4895.0	0.28600612
64016511	3056	4866.0	0.4726675
64016542	3239	4858.0	1.1527377
64016543	2997	4811.0	0.43649966
64016562	3131	4793.0	0.5633215
64016563	3190	4772.0	0.20955575
64016580	2983	4760.0	0.75630254
64016598	2896	4767.0	2.3285086
64016612	3045	4701.0	0.5318017
64016618	2966	4695.0	0.40468583
64016624	2943	4698.0	0.6385696
64016637	2957	4711.0	2.016557
64016647	2525	4589.0	13.924602
64016658	2806	4622.0	5.1925573
64016659	2849	4607.0	2.17061
64016662	2856	4589.0	0.7409022
64016663	3226	4590.0	7.2766886
64016664	2887	4589.0	0.13074744
64016682	2784	4572.0	7.4365706
64016684	2780	4579.0	7.359686
64016690	2504	4615.0	25.460455
64016693	2967	4586.0	1.2647188
64016695	2796	4530.0	0.94922733
64016703	2970	4561.0	0.37272528
64016710	3092	4575.0	2.2076502
64016720	3040	4494.0	1.424121
64016724	2845	4496.0	1.5791814
64016733	2876	4485.0	0.9141583
64016741	2819	4489.0	1.447984
64016742	2865	4411.0	0.09068239
64016753	2871	4490.0	1.3585746
64016757	2836	4422.0	0.79149705
64016761	2911	4357.0	0.160661
64016767	2912	4505.0	1.8423972
64016773	2698	4393.0	7.079445
64016775	2843	4351.0	0.9882785
64016776	2868	4453.0	0.7410734
64016781	2808	4395.0	2.9124005
64016784	2950	4384.0	1.5282847
64016786	2993	4472.0	0.51431125
64016787	2919	4373.0	0.93757147
64016792	2904	4313.0	0.6028287
64016796	2847	4364.0	0.847846
64016811	1670	4364.0	42.96517
64016813	2339	4304.0	19.702602
64016829	2518	4311.0	17.443748
64016831	2765	4275.0	2.1988304
64016839	2762	4270.0	0.7025761
64016845	2745	4227.0	2.2947717
64016853	2402	4207.0	12.384122
64016856	1795	4359.0	43.565037
64016868	2568	4196.0	8.1506195
64016878	2750	4245.0	1.4840989
64016883	2630	4154.0	0.48146364
64016888	2823	4232.0	0.16540644
64016896	3002	4266.0	1.6174402
64016900	2685	4165.0	3.6254504
64016917	2679	4177.0	1.1730907
64016940	2788	4069.0	0.6144016
64016941	2882	4123.0	1.8918263
64016953	2707	4044.0	1.4342235
64016954	2718	4063.0	0.5168594
64016960	2723	4101.0	1.0972934
64016970	2644	4045.0	2.051916
64016974	2682	3986.0	0.9533367
64016975	1849	4019.0	34.685246
64016977	2397	4022.0	11.8349085
64016980	2663	3999.0	1.00025
64016988	2554	4016.0	0.69721115
64016992	2829	4027.0	1.5147753
64017000	2711	3991.0	0.70157856
64017013	2529	3961.0	0.42918456
64017021	2600	3970.0	1.4105793
64017022	2417	3993.0	10.768846
64017024	2568	4001.0	6.648338
64017034	2711	3897.0	0.43623298
64017035	2523	3968.0	4.359879
64017044	2959	3918.0	1.020929
64017068	2752	3932.0	1.9837233
64017072	2760	3902.0	1.8964634
64017089	1771	3953.0	15.987857
64017092	2590	3863.0	1.4496505
64017097	2554	3863.0	3.4688067
64017100	2413	3836.0	5.1876955
64017104	2778	3941.0	0.12687135
64017105	2618	3866.0	0.1810657
64017113	2639	3853.0	1.3755515
64017116	2713	3880.0	0.20618558
64017123	2577	3755.0	3.009321
64017125	2860	3837.0	2.814699
64017161	2493	3793.0	0.0
64017164	2134	3715.0	22.718708
64017170	2514	3763.0	0.18602179
64017180	2528	3711.0	0.8084075
64017182	2503	3686.0	2.7400975
64017183	2417	3671.0	1.3892672
64017195	2524	3701.0	1.1078087
64017196	2499	3737.0	0.3478726
64017211	2662	3709.0	0.7009976
64017215	2387	3657.0	1.039103
64017218	2368	3611.0	0.30462477
64017224	2452	3573.0	0.50377834
64017253	2462	3494.0	0.3434459
64017254	2480	3612.0	0.55370986
64017265	2599	3591.0	0.9468115
64017280	1385	3574.0	50.30778
64017283	2305	3545.0	5.2750354
64017311	2425	3481.0	0.6607297
64017313	2112	3456.0	13.368055
64017315	2487	3559.0	2.6411912
64017325	2336	3508.0	0.114025086
64017346	2199	3408.0	8.83216
64017358	2161	3484.0	13.920781
64017360	1810	3445.0	28.185776
64017370	2523	3422.0	1.1104617
64017371	2384	3397.0	0.5298793
64017372	1743	3458.0	30.884903
64017373	2371	3422.0	1.6949153
64017377	2354	3449.0	0.9278052
64017378	1709	3431.0	35.849606
64017381	2418	3374.0	1.0669829
64017387	2608	3358.0	1.5783204
64017399	2020	3394.0	12.522099
64017400	2373	3367.0	0.32670033
