	n_genes_by_counts	total_counts	pct_counts_mt	doublet_class	doublet_score	celltypist_label	leiden_r1.0	leiden_r0.5	leiden_r1.5
64011670	2512	3971.0	0.20146058	doublet	0.905024707317352	Fibroblasts	2	2	4
64011675	2887	4036.0	0.049554016	doublet	0.764329612255096	Cholangiocytes	3	4	5
64011691	3123	3980.0	0.050251257	doublet	0.235645174980164	Fibroblasts	0	0	0
64011695	2726	3987.0	0.05016303	doublet	0.413232415914536	Cholangiocytes	3	4	5
64011727	2202	3629.0	0.110223204	doublet	0.998401939868927	Fibroblasts	2	2	4
64011736	2786	3751.0	0.053319115	singlet	0.000615677214227617	Cholangiocytes	3	4	5
64011749	2307	3650.0	0.1369863	doublet	0.908484816551208	Fibroblasts	2	2	4
64011752	2741	3696.0	0.10822511	singlet	3.35768054355867e-05	Cholangiocytes	3	4	5
64011756	2323	3664.0	2.2106986	doublet	0.999964952468872	Fibroblasts	2	2	4
64011759	2639	3661.0	0.05462988	doublet	0.114772975444794	Cholangiocytes	3	4	5
64011768	2554	3438.0	0.05817336	singlet	0.0297853536903858	Cholangiocytes	3	4	5
64011781	2698	3650.0	0.05479452	singlet	8.7829289441288e-07	Endothelial cells	6	3	11
64011797	2181	3620.0	0.41436464	doublet	0.999935984611511	Fibroblasts	2	2	4
64011801	2401	3666.0	0.79105294	singlet	0.00557339610531926	Endothelial cells	6	3	11
64011824	2454	3283.0	0.06091989	doublet	0.163676783442497	Cholangiocytes	3	4	5
64011837	2455	3236.0	0.030902348	singlet	0.0108516933396459	Cholangiocytes	3	4	5
64011845	2599	3533.0	2.54741	doublet	0.999974966049194	Cholangiocytes	8	8	12
64011847	2561	3403.0	0.029385835	singlet	0.00380237144418061	Cholangiocytes	3	4	5
64011849	2459	3480.0	0.4597701	doublet	0.231772169470787	Cholangiocytes	3	4	5
64011853	2419	3484.0	0.028702639	doublet	0.848052144050598	Cholangiocytes	3	4	5
64011854	2550	3489.0	0.25795355	doublet	0.875311732292175	Fibroblasts	2	2	4
64011860	2536	3315.0	0.0	singlet	0.0134232714772224	Cholangiocytes	3	4	5
64011867	2492	3281.0	0.030478513	singlet	0.0137864081189036	Cholangiocytes	3	4	5
64011873	2440	3371.0	0.029664788	singlet	0.000892485841177404	Cholangiocytes	3	4	5
64011875	2406	3250.0	0.03076923	doublet	0.107866957783699	Cholangiocytes	3	4	5
64011877	2629	3437.0	0.0	singlet	0.00651575112715364	Cholangiocytes	3	4	5
64011878	2092	3397.0	0.41212836	doublet	0.999113619327545	Fibroblasts	2	2	4
64011880	2523	3232.0	0.092821784	singlet	0.0367075949907303	Cholangiocytes	3	4	5
64011889	2527	3400.0	0.2352941	doublet	0.259868234395981	Cholangiocytes	3	4	5
64011891	2314	3351.0	0.05968368	doublet	0.995196163654327	Cholangiocytes	3	4	5
64011911	2323	3167.0	0.031575624	singlet	0.000405955564929172	Cholangiocytes	3	4	5
64011913	2246	3324.0	0.060168475	doublet	0.962628781795502	Cholangiocytes	3	4	5
64011919	2374	3200.0	0.03125	singlet	0.000164374519954436	Cholangiocytes	3	4	5
64011926	2640	3288.0	0.3649635	doublet	0.0854172855615616	Endothelial cells	6	3	11
64011947	2533	3268.0	0.030599756	singlet	0.0306916553527117	Cholangiocytes	3	4	5
64011986	2324	3174.0	0.06301197	singlet	0.00398181797936559	Cholangiocytes	3	4	5
64011989	2310	2917.0	0.034281798	singlet	2.00725753529696e-06	Cholangiocytes	3	4	5
64012000	2224	2805.0	0.035650622	singlet	7.30020547052845e-05	Cholangiocytes	3	4	5
64012031	2202	2770.0	0.10830325	singlet	1.90155860764207e-05	Cholangiocytes	3	4	5
64012034	2419	3101.0	0.032247663	singlet	0.00143335468601435	Cholangiocytes	3	4	5
64012041	2188	3124.0	4.9295774	singlet	0.000153715489432216	Cholangiocytes	3	4	5
64012052	1878	3016.0	0.198939	doublet	0.997903347015381	Fibroblasts	2	2	4
64012053	2371	3101.0	0.064495325	singlet	4.77385183330625e-05	Cholangiocytes	3	4	5
64012056	2251	2827.0	0.106119566	singlet	5.99309441895457e-06	Cholangiocytes	3	4	5
64012059	2064	3012.0	1.4940239	doublet	0.999162077903748	Fibroblasts	2	2	4
64012065	2398	2913.0	0.06865774	singlet	0.000244616385316476	Cholangiocytes	3	4	5
64012074	2116	3027.0	0.2973241	doublet	0.994427680969238	Fibroblasts	2	2	4
64012078	2356	2995.0	0.033388983	singlet	7.93510698713362e-05	Cholangiocytes	3	4	5
64012088	2223	2979.0	0.10070494	singlet	0.0132367415353656	Cholangiocytes	3	4	5
64012098	2367	2950.0	0.30508474	singlet	6.79053528074292e-07	Endothelial cells	6	3	11
64012099	2405	3051.0	1.5077024	doublet	0.263885915279388	Endothelial cells	6	3	11
64012119	1682	2821.0	0.17724212	doublet	0.932118117809296	Fibroblasts	2	2	4
64012125	2298	2972.0	0.0	singlet	0.000113961119495798	Cholangiocytes	3	4	5
64012136	2205	2685.0	0.3351955	singlet	8.49326534080319e-06	Cholangiocytes	3	4	5
64012148	2128	2665.0	0.075046904	singlet	9.21057562663918e-06	Cholangiocytes	3	4	5
64012158	2081	2869.0	0.104566045	singlet	0.00993271358311176	Cholangiocytes	3	4	5
64012162	2249	2828.0	0.07072136	singlet	1.47545836171048e-06	Cholangiocytes	3	4	5
64012168	2106	2837.0	4.6880507	doublet	0.0944636538624763	Cholangiocytes	3	4	5
64012175	1936	2527.0	0.0	singlet	0.000300858344417065	Cholangiocytes	3	4	5
64012176	2050	2544.0	0.039308175	singlet	2.73373439085844e-06	Cholangiocytes	3	4	5
64012178	2059	2678.0	0.0746826	singlet	4.99124835187104e-05	Cholangiocytes	3	4	5
64012180	2171	2691.0	0.40876997	singlet	3.12297572691023e-07	Endothelial cells	6	3	11
64012181	1944	2792.0	0.0	doublet	0.389780282974243	Cholangiocytes	3	4	5
64012183	2020	2807.0	2.8500178	singlet	0.0343039855360985	Fibroblasts	2	2	4
64012197	2159	2790.0	0.035842292	singlet	0.000126560349599458	Cholangiocytes	3	4	5
64012213	1962	2510.0	0.03984064	singlet	0.00104080128949136	Cholangiocytes	3	4	5
64012214	2273	2762.0	0.47067344	singlet	4.24471727455966e-06	Endothelial cells	6	3	11
64012216	2028	2588.0	0.0	singlet	3.40718979714438e-05	Cholangiocytes	3	4	5
64012221	2081	2628.0	0.03805175	singlet	3.06797192024533e-05	Cholangiocytes	3	4	5
64012222	2128	2738.0	0.07304602	singlet	0.000131202090415172	Cholangiocytes	3	4	5
64012237	1765	2606.0	0.038372986	singlet	0.00376343936659396	Fibroblasts	2	2	4
64012244	1930	2603.0	0.19208606	singlet	0.00547609524801373	Cholangiocytes	3	4	5
64012255	1992	2638.0	0.0	doublet	0.125220000743866	Cholangiocytes	3	4	5
64012261	2154	2689.0	0.0	singlet	0.00349725293926895	Fibroblasts	0	0	0
64012274	1649	2695.0	12.13358	singlet	0.00220638909377158	Fibroblasts	2	2	4
64012276	2122	2599.0	1.0773375	singlet	9.36853268740379e-07	Fibroblasts	0	0	0
64012283	2067	2601.0	0.03844675	singlet	3.2920016224125e-07	Endothelial cells	6	3	11
64012285	1826	2671.0	11.269188	singlet	0.000172223561094142	Fibroblasts	2	2	4
64012288	2017	2502.0	0.039968025	singlet	2.26432007366384e-06	Cholangiocytes	3	4	5
64012291	2046	2492.0	0.08025682	singlet	1.06965353552368e-06	Cholangiocytes	3	4	5
64012301	2004	2410.0	0.24896267	singlet	0.000118691044917796	Cholangiocytes	3	4	5
64012302	2145	2663.0	0.33796468	singlet	0.000313863216433674	Endothelial cells	6	3	11
64012308	1906	2513.0	0.0	singlet	3.73322706082035e-07	Cholangiocytes	3	4	5
64012310	2073	2652.0	0.18853696	singlet	0.0100237624719739	Endothelial cells	6	3	11
64012318	1996	2476.0	0.12116317	singlet	1.62472770171007e-06	Cholangiocytes	3	4	5
64012323	1793	2629.0	0.7987828	doublet	0.996857762336731	Fibroblasts	2	2	4
64012324	2129	2637.0	0.11376564	singlet	1.65357432706514e-05	Cholangiocytes	3	4	5
64012328	2094	2577.0	0.0	singlet	2.04864427360008e-05	Cholangiocytes	3	4	5
64012333	2225	2626.0	0.6473724	singlet	3.54975298932914e-07	Endothelial cells	6	3	11
64012353	2206	2622.0	0.07627765	singlet	2.52685895247851e-05	Fibroblasts	0	0	0
64012360	1946	2381.0	0.041999158	singlet	2.69250199380622e-06	Cholangiocytes	3	4	5
64012365	2095	2511.0	0.2787734	singlet	0.000208814773941413	Cholangiocytes	3	4	5
64012370	1946	2563.0	0.03901678	singlet	3.23586355079897e-05	Cholangiocytes	3	4	5
64012372	1999	2364.0	0.16920474	singlet	6.51750524411909e-05	Cholangiocytes	3	4	5
64012380	1814	2171.0	0.0	singlet	4.87847160002275e-07	Cholangiocytes	3	4	5
64012382	1982	2439.0	0.08200082	singlet	4.26751427085037e-07	Cholangiocytes	3	4	5
64012385	2194	2585.0	0.30947775	singlet	1.6217028075971e-07	Endothelial cells	6	3	11
64012426	1678	2383.0	2.6017625	doublet	0.988544523715973	Fibroblasts	2	2	4
64012433	1878	2390.0	0.041841004	singlet	2.33037935686298e-05	Cholangiocytes	3	4	5
64012434	1824	2440.0	1.9672132	singlet	0.000481961556943133	Fibroblasts	2	2	4
64012437	1926	2353.0	0.08499788	singlet	0.000228959645028226	Cholangiocytes	3	4	5
64012449	1809	2441.0	0.0	singlet	0.00070780556416139	Endothelial cells	6	3	11
64012453	1830	2207.0	0.0	singlet	5.29153737716115e-07	Cholangiocytes	3	4	5
64012469	2061	2433.0	0.6576243	singlet	0.0149976145476103	Cholangiocytes	8	8	12
64012470	1884	2422.0	4.1701074	singlet	0.014850570820272	Cholangiocytes	3	4	5
64012482	1897	2317.0	0.0	singlet	8.62038234572537e-07	Cholangiocytes	3	4	5
64012484	1892	2257.0	0.0443066	singlet	5.88089551456505e-06	Cholangiocytes	3	4	5
64012490	1643	2373.0	7.964602	singlet	0.00183234631549567	Macrophages	9	9	13
64012508	1835	2310.0	0.0	singlet	1.01562974919034e-07	Cholangiocytes	3	4	5
64012511	1846	2240.0	0.0	singlet	4.6012758048164e-07	Cholangiocytes	3	4	5
64012521	1998	2342.0	0.042698547	singlet	0.000106153383967467	Cholangiocytes	3	4	5
64012535	1822	2193.0	0.09119927	singlet	1.5141965377552e-05	Cholangiocytes	3	4	5
64012536	1843	2214.0	0.0	singlet	1.80309325514827e-05	Cholangiocytes	3	4	5
64012537	1818	2236.0	0.0	singlet	6.69601695335587e-06	Fibroblasts	0	0	0
64012544	1607	2160.0	0.046296295	singlet	8.18132866697852e-06	Cholangiocytes	3	4	5
64012548	1982	2317.0	0.94950366	singlet	4.45095196255352e-08	Endothelial cells	6	3	11
64012549	1744	2146.0	0.046598323	singlet	1.18596824449924e-06	Cholangiocytes	3	4	5
64012551	1703	2147.0	0.0	singlet	2.38708139477239e-07	Cholangiocytes	3	4	5
64012561	1789	2256.0	0.0	singlet	7.76535216573393e-06	Fibroblasts	4	5	6
64012566	1628	2162.0	0.0	singlet	0.000784914242103696	Cholangiocytes	3	4	5
64012572	1807	2169.0	0.18441679	singlet	0.000207701610634103	Cholangiocytes	3	4	5
64012589	1955	2193.0	0.09119927	singlet	0.000142961827805266	Fibroblasts	0	0	0
64012596	1859	2181.0	0.045850527	singlet	5.51599896425614e-07	Cholangiocytes	3	4	5
64012612	1613	2237.0	0.0	singlet	0.0122260516509414	Fibroblasts	10	0	16
64012619	1718	2224.0	4.541367	singlet	1.47768123497372e-05	Fibroblasts	2	2	4
64012631	1887	2186.0	0.045745652	singlet	2.17440247070044e-05	Fibroblasts	0	0	0
64012634	1731	2120.0	0.047169812	singlet	2.11223664337012e-07	Endothelial cells	6	3	11
64012637	1870	2162.0	0.83256245	singlet	1.02026388049126e-06	Endothelial cells	6	3	11
64012638	1647	2176.0	0.09191176	singlet	1.54194494825788e-05	Cholangiocytes	3	4	5
64012641	1488	2149.0	0.0	singlet	0.00108946592081338	Fibroblasts	0	0	0
64012665	1756	2189.0	0.091365926	singlet	1.51337175680055e-07	Cholangiocytes	3	4	5
64012668	823	2047.0	0.097703956	doublet	0.795191705226898	Fibroblasts	2	2	4
64012695	1584	2059.0	0.2914036	singlet	0.00192341627553105	Fibroblasts	2	2	4
64012697	1543	2026.0	0.049358346	singlet	0.00047566497232765	Fibroblasts	2	2	4
64012698	1710	2135.0	1.5456674	singlet	0.00694420607760549	Cholangiocytes	8	8	12
64012700	1536	1999.0	0.050025016	singlet	1.863059679863e-07	Cholangiocytes	3	4	5
64012721	1553	1976.0	0.05060729	singlet	2.57907959166914e-06	Cholangiocytes	3	4	5
64012725	1719	2088.0	0.43103448	singlet	2.82523984651561e-07	Endothelial cells	6	3	11
64012738	1173	1990.0	0.10050251	doublet	0.541827976703644	Fibroblasts	2	2	4
64012748	1641	2021.0	0.049480453	singlet	5.8181474742014e-05	Cholangiocytes	3	4	5
64012753	1391	1976.0	5.0101213	singlet	0.0197086967527866	Fibroblasts	2	2	4
64012755	1578	1832.0	0.0	singlet	6.05394006925053e-07	Cholangiocytes	3	4	5
64012768	1574	1979.0	0.15159172	singlet	4.33760817486473e-07	Cholangiocytes	3	4	5
64012785	1671	1993.0	0.0	singlet	6.90757542542997e-06	Fibroblasts	0	0	0
64012788	1554	1995.0	0.15037595	singlet	1.98144469720773e-08	Cholangiocytes	3	4	5
64012793	1597	1955.0	0.0	singlet	8.36156317518544e-08	Cholangiocytes	3	4	5
64012795	1304	1989.0	4.3740573	singlet	1.50788355313125e-05	Fibroblasts	2	2	4
64012805	1625	1880.0	0.10638297	singlet	1.78256175331626e-06	Cholangiocytes	3	4	5
64012809	1165	2057.0	0.048614487	doublet	0.287931889295578	Fibroblasts	10	0	16
64012814	1334	1954.0	13.152507	singlet	6.25390157438233e-06	Fibroblasts	2	2	4
64012816	1643	1913.0	0.0	singlet	1.02045737548906e-06	Fibroblasts	0	0	0
64012818	1753	1953.0	0.20481311	singlet	1.73433587491445e-08	Endothelial cells	6	3	11
64012822	1433	1832.0	0.0	singlet	1.2456364117952e-07	Cholangiocytes	3	4	5
64012835	1692	1980.0	0.050505053	singlet	2.11337322753025e-07	Endothelial cells	6	3	11
64012845	1676	1888.0	0.0	singlet	1.45830739484154e-07	Cholangiocytes	3	4	5
64012865	1593	1893.0	0.0	singlet	6.09718199484632e-07	Fibroblasts	0	0	0
64012866	1576	1918.0	1.6684046	singlet	0.00200165808200836	Cholangiocytes	8	8	12
64012886	1587	1834.0	0.054525625	singlet	3.93249379726512e-08	Endothelial cells	6	3	11
64012888	1568	1960.0	0.051020406	singlet	7.2520793764852e-05	Endothelial cells	6	3	11
64012893	1674	1925.0	0.25974026	singlet	4.87596662424039e-05	Cholangiocytes	3	4	5
64012914	1564	1855.0	0.053908356	singlet	7.73099827711121e-07	Fibroblasts	10	0	16
64012915	1191	1703.0	0.17615972	singlet	0.00203074747696519	Fibroblasts	2	2	4
64012919	1521	1873.0	0.10678057	singlet	2.50509947363753e-06	Fibroblasts	0	0	0
64012934	1654	1830.0	1.0382514	singlet	4.44571703894781e-08	Endothelial cells	6	3	11
64012939	1503	1838.0	0.27203482	singlet	3.41879797360889e-07	Endothelial cells	6	3	11
64012943	1627	1906.0	0.20986357	singlet	7.73847901314184e-08	Macrophages	9	9	13
64012947	1620	1846.0	0.81256765	singlet	6.81008884839684e-08	Endothelial cells	6	3	11
64012952	1372	1608.0	0.062189054	singlet	9.95854179564049e-07	Cholangiocytes	3	4	5
64012955	1424	1726.0	0.0	singlet	3.42739014058679e-07	Cholangiocytes	3	4	5
64012965	1396	1679.0	0.0	singlet	4.46556555289135e-07	Cholangiocytes	3	4	5
64012968	1547	1808.0	0.11061947	singlet	3.14395869338568e-08	Cholangiocytes	3	4	5
64012983	1551	1749.0	0.6289308	singlet	2.78122911367973e-07	Endothelial cells	6	3	11
64012985	1545	1821.0	0.054914884	singlet	3.32977094785747e-08	Cholangiocytes	3	4	5
64012986	1495	1744.0	0.17201835	singlet	1.41692510169378e-06	Cholangiocytes	3	4	5
64013005	1462	1757.0	0.17074558	singlet	7.18588069048565e-08	Cholangiocytes	3	4	5
64013024	1607	1755.0	0.22792022	singlet	4.83775181692181e-07	Cholangiocytes	3	4	5
64013025	1487	1733.0	0.057703402	singlet	1.58887331735968e-07	Cholangiocytes	3	4	5
64013026	1404	1657.0	0.06035003	singlet	1.07696189388662e-06	Cholangiocytes	3	4	5
64013032	1568	1742.0	0.114810556	singlet	1.54860458678741e-06	Cholangiocytes	8	8	12
64013040	1346	1578.0	0.06337135	singlet	2.09786623628361e-08	Cholangiocytes	3	4	5
64013045	1461	1708.0	0.058548007	singlet	2.75186920362103e-07	Cholangiocytes	3	4	5
64013061	1518	1730.0	0.115606934	singlet	6.97586131082062e-07	Endothelial cells	6	3	11
64013077	1398	1599.0	0.12507817	singlet	3.63161518635025e-07	Cholangiocytes	3	4	5
64013085	1222	1655.0	0.12084593	singlet	8.8001812400762e-05	Fibroblasts	10	0	16
64013092	1430	1675.0	0.11940298	singlet	2.80112089967588e-07	Cholangiocytes	3	4	5
64013093	1330	1701.0	0.058788948	singlet	1.44125333463307e-05	Cholangiocytes	3	4	5
64013097	1445	1673.0	0.059772864	singlet	2.04769072809086e-08	Macrophages	9	9	13
64013108	1448	1720.0	0.1744186	singlet	9.49097852753766e-07	Endothelial cells	6	3	11
64013109	1372	1666.0	0.12004802	singlet	3.51344374394102e-06	Fibroblasts	4	5	6
64013116	1441	1622.0	0.55487055	singlet	1.03596892131463e-06	Endothelial cells	6	3	11
64013122	1361	1651.0	1.3325257	singlet	1.26626855490031e-05	Cholangiocytes	8	8	12
64013135	1317	1606.0	0.0	singlet	3.6508183143269e-07	Cholangiocytes	3	4	5
64013141	1384	1636.0	0.24449879	singlet	4.14889655075967e-06	Fibroblasts	4	5	6
64013142	1394	1695.0	1.9469026	singlet	3.30793445755262e-05	Fibroblasts	2	2	4
64013153	991	1671.0	0.0	singlet	3.92862921216874e-06	Plasma cells	11	10	17
64013154	1420	1640.0	0.18292683	singlet	1.00042325357208e-06	Cholangiocytes	3	4	5
64013155	1546	1704.0	0.70422536	singlet	9.51990841713268e-08	Endothelial cells	6	3	11
64013172	1463	1619.0	0.8029648	singlet	1.33799360924058e-07	Endothelial cells	6	3	11
64013178	1445	1657.0	0.9656005	singlet	4.59574977185184e-07	Endothelial cells	6	3	11
64013198	1293	1583.0	0.12634239	singlet	2.4817578037073e-07	Cholangiocytes	3	4	5
64013205	1244	1505.0	0.0	singlet	2.74153023838153e-07	Cholangiocytes	3	4	5
64013209	1409	1530.0	0.0	singlet	3.65480377695349e-06	Fibroblasts	10	0	16
64013220	1222	1578.0	0.06337135	singlet	6.60123941997881e-06	Fibroblasts	4	5	6
64013225	1238	1475.0	0.0	singlet	5.85002908337628e-08	Cholangiocytes	3	4	5
64013231	1235	1502.0	0.0665779	singlet	3.60995102255401e-07	Fibroblasts	0	0	0
64013234	1132	1572.0	0.0	singlet	8.52975208545104e-05	Cholangiocytes	3	4	5
64013244	1403	1522.0	0.5913272	singlet	1.03077780977401e-07	Endothelial cells	6	3	11
64013247	1421	1561.0	1.2171685	singlet	1.87183246680434e-07	Endothelial cells	6	3	11
64013253	1327	1528.0	0.0	singlet	1.45704825627035e-06	Cholangiocytes	3	4	5
64013257	1289	1589.0	0.0	singlet	8.41937435325235e-07	Cholangiocytes	3	4	5
64013263	1245	1476.0	0.0	singlet	8.45110946556815e-07	Cholangiocytes	3	4	5
64013294	1323	1521.0	0.065746225	singlet	2.10825543689452e-08	Macrophages	9	9	13
64013300	1035	1504.0	0.39893618	singlet	1.66377253663086e-06	Fibroblasts	2	2	4
64013304	1225	1517.0	0.2636783	singlet	1.10178780232673e-05	Fibroblasts	2	2	4
64013305	1300	1508.0	0.198939	singlet	3.21169380868014e-07	Cholangiocytes	3	4	5
64013307	1139	1352.0	0.0739645	singlet	2.4436665171379e-06	Cholangiocytes	3	4	5
64013310	1113	1334.0	0.07496252	singlet	1.21540352893135e-07	Cholangiocytes	3	4	5
64013313	1367	1506.0	1.062417	singlet	4.15262718433951e-07	Endothelial cells	6	3	11
64013316	1230	1462.0	0.06839946	singlet	1.08125796316472e-07	Cholangiocytes	3	4	5
64013327	479	1525.0	3.6065574	singlet	6.09522814443153e-08	Plasma cells	11	10	17
64013340	1348	1508.0	0.265252	singlet	6.65935942834039e-07	Endothelial cells	6	3	11
64013343	1197	1414.0	0.0	singlet	4.00033786718268e-06	Fibroblasts	0	0	0
64013366	1226	1468.0	0.0	singlet	8.06216746696009e-07	Fibroblasts	0	0	0
64013369	1155	1331.0	0.0	singlet	5.5989637814946e-08	Cholangiocytes	3	4	5
64013371	1272	1430.0	0.06993007	singlet	1.6344546338587e-07	Endothelial cells	6	3	11
64013372	1199	1426.0	0.0	singlet	1.46376976317697e-06	Fibroblasts	0	0	0
64013373	1148	1378.0	0.5805515	singlet	8.70790017870604e-07	Fibroblasts	4	5	6
64013374	1215	1412.0	2.124646	singlet	3.53422583430074e-05	Cholangiocytes	3	4	5
64013376	1293	1446.0	0.1383126	singlet	1.91438545016354e-08	Macrophages	9	9	13
64013380	1250	1443.0	0.0	singlet	1.84662468427632e-07	Fibroblasts	0	0	0
64013382	1140	1336.0	0.074850306	singlet	7.17307671038725e-08	Cholangiocytes	3	4	5
64013389	1009	1478.0	0.811908	singlet	5.59044863734925e-08	T cells	5	6	7
64013392	1284	1453.0	0.06882313	singlet	2.28600219998043e-06	Fibroblasts	4	5	6
64013415	1070	1346.0	0.0	singlet	1.11175461370294e-06	Cholangiocytes	3	4	5
64013416	1163	1409.0	0.14194465	singlet	1.56177031840343e-06	Fibroblasts	4	5	6
64013419	1217	1391.0	0.07189073	singlet	3.23626323961435e-07	Cholangiocytes	3	4	5
64013427	1182	1364.0	0.0	singlet	1.94941594600095e-06	Fibroblasts	0	0	0
64013432	1229	1394.0	0.0	singlet	2.27320754220273e-07	Endothelial cells	6	3	11
64013443	1254	1387.0	0.4325883	singlet	2.85535475086363e-06	T cells	5	6	7
64013445	1154	1359.0	0.0	singlet	2.9315092433535e-06	Cholangiocytes	3	4	5
64013476	1208	1406.0	0.0	singlet	3.21206925946171e-06	Fibroblasts	0	0	0
64013478	1266	1358.0	0.5154639	singlet	1.13932992462651e-06	Endothelial cells	6	3	11
64013481	1063	1341.0	0.074571215	singlet	1.47605887832469e-05	Cholangiocytes	3	4	5
