dataset_id	tissue	organism	n_cells	median_mito_pct	p95_mito_pct	mean_mito_pct	pct_removed_at_05pct	pct_removed_at_10pct	pct_removed_at_15pct	pct_removed_at_20pct	pct_removed_at_25pct	pct_removed_at_30pct	pct_removed_at_50pct
6c6b4c47-096d-4084-97e7-714ee10c556c	exocrine gland	Mus musculus	50000	2.1246186763428145	4.984939805840096	2.395631674965739	4.926	0.0	0.0	0.0	0.0	0.0	0.0
a2da8d7b-54a8-47d1-a0d3-aafcd0535f00	adipose tissue	Mus musculus	50000	0.0	1.0786794017595536	0.1843892783263848	0.27799999999999997	0.0	0.0	0.0	0.0	0.0	0.0
b6f472f1-a58d-43a7-a898-2d6822a0b2b2	nervous system	Mus musculus	50000	0.7048927578499995	5.574481585226472	1.5712829482490607	7.052	0.06	0.0	0.0	0.0	0.0	0.0
4c4cfb38-c2af-4524-8ef8-bbcf1b6e2670	forelimb	Mus musculus	50000	4.011354655340389	7.115437643338421	4.258187689597778	25.994	0.004	0.0	0.0	0.0	0.0	0.0
89840cec-5734-455d-b68e-34d27650e148	lung	Mus musculus	50000	3.1453687036563025	9.424524570740168	3.8564871217214263	22.43	4.188	0.08	0.0	0.0	0.0	0.0
a48343a2-7570-49d0-8849-9db6c21dffcb	musculature	Mus musculus	50000	0.23937210867285477	1.9433405469211078	0.524628015496302	0.046	0.0	0.0	0.0	0.0	0.0	0.0
7b6bab5a-f9c4-4a56-9ed4-3b9079b14867	blood	Mus musculus	50000	2.5725781655880677	5.8994574830240225	2.604448388195863	10.534	0.006	0.002	0.0	0.0	0.0	0.0
c14c54f8-85d8-45db-9de7-6ab572cc748a	endocrine gland	Mus musculus	50000	5.2811993790663365	8.323431464524035	5.533796249161678	59.318000000000005	2.268	0.05	0.002	0.0	0.0	0.0
58b01044-c5e5-4b0f-8a2d-6ebf951e01ff	central nervous system	Mus musculus	50000	2.738183389519935	9.206028222722532	3.4202260451191235	24.172	3.794	1.016	0.306	0.11199999999999999	0.058	0.006
12967895-3d58-4e93-be2c-4e1bcf4388d5	reproductive system	Mus musculus	50000	3.674034991014402	11.940030862293126	4.6169873656119345	34.111999999999995	8.616	1.432	0.024	0.0	0.0	0.0
4c4cfb38-c2af-4524-8ef8-bbcf1b6e2670	hindlimb	Mus musculus	50000	5.277181467790994	7.918713869977472	5.1159552016507694	57.218	0.006	0.0	0.0	0.0	0.0	0.0
731e0ae7-e600-470f-a6dc-8c35c28d6c3d	heart	Mus musculus	49769	3.3917467495760314	10.934970857398357	4.3682932284536555	31.42518435170488	6.71703269103257	0.018083545982438866	0.0	0.0	0.0	0.0
b2dd6bc9-36ed-4cd4-a2b3-51f6a2386afa	skin of body	Mus musculus	46549	2.276277616603437	4.730360612713553	2.4028352909002955	3.954972179853488	0.008593095447807687	0.0	0.0	0.0	0.0	0.0
48b37086-25f7-4ecd-be66-f5bb378e3aea	bone marrow	Mus musculus	40220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2a262b59-7936-4ecd-b656-248247a0559f	prostate gland	Mus musculus	37715	4.037952338923213	8.165740402428154	4.365463510771926	27.490388439612882	1.9249635423571523	0.0026514649343762427	0.0	0.0	0.0	0.0
48b37086-25f7-4ecd-be66-f5bb378e3aea	spleen	Mus musculus	35718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2a262b59-7936-4ecd-b656-248247a0559f	urethra	Mus musculus	24700	6.759397628986815	13.902723902232236	7.494178482542445	79.03238866396761	17.983805668016196	3.376518218623482	0.3441295546558705	0.0	0.0	0.0
48b37086-25f7-4ecd-be66-f5bb378e3aea	tongue	Mus musculus	20680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a5ab6cde-46d4-4667-9b32-cfce54fa7a4e	small intestine	Mus musculus	19847	5.857359635811836	15.597633714727454	6.945809362714914	71.66826220587494	11.966544062074872	5.366050284677785	3.002972741472263	1.4863707361314051	0.12092507683780923	0.0
7b6bab5a-f9c4-4a56-9ed4-3b9079b14867	liver	Mus musculus	16201	4.700405466286229	10.44138585666825	5.060329600756966	46.86130485772483	7.443984939201284	0.012344916980433307	0.0	0.0	0.0	0.0
58b01044-c5e5-4b0f-8a2d-6ebf951e01ff	skeletal system	Mus musculus	15127	2.0527494401592437	3.3945974900464733	2.138041278958573	0.1322139221259999	0.0	0.0	0.0	0.0	0.0	0.0
b8342509-75c7-463a-9829-f39eba78f366	ovary	Mus musculus	14349	5.9763724808895065	18.54486004073393	7.485566158449841	60.88926057564987	24.20377726670848	9.373475503519408	3.833019722628755	0.6272214091574326	0.0	0.0
e04cb7d9-7487-4bf7-99db-b16f236a351a	mucosa	Mus musculus	12118	2.1369987584448586	9.63781600099954	3.132955433342725	16.496121472190133	4.678989932332068	1.4771414424822578	0.09902624195411786	0.0	0.0	0.0
48b37086-25f7-4ecd-be66-f5bb378e3aea	urinary bladder	Mus musculus	8945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
98e5ea9f-16d6-47ec-a529-686e76515e39	large intestine	Mus musculus	8311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
